sku,22k,18k,14k,9k
K000040,49319,,,
K000043,32544,,,
K000046,45964,,,
K000049,56029,,,
K000052,63745,,,
K000055,83875,,,
K000058,49319,,,
K000061,35899,,,
K000064,49319,,,
K000067,77165,,,
K000070,83875,,,
K000073,83875,,,
K000076,49319,,,
K000079,77165,,,
K000082,83875,,,
K000085,83875,,,
K000088,77165,,,
K000091,42609,,,
K000094,32544,,,
K000097,15098,,,
K000100,83875,,,
K000103,63745,,,
K000106,77165,,,
K000109,83875,,,
K000112,63745,,,
K000115,42609,,,
K000118,49319,,,
K000121,45964,,,
K000124,49319,,,
K000127,70455,,,
K000130,1678,,,
K000133,35899,,,
K000136,15098,,,
K000139,32544,,,
K000142,15098,,,
K000145,22479,,,
K000148,83875,,,
K000151,29189,,,
K000154,22479,,,
K000157,15098,,,
K000160,1678,,,
K000163,22479,,,
K000166,1678,,,
K000169,15098,,,
K000172,63745,,,
K000175,1678,,,
K000178,29189,,,
K000181,42609,,,
K000184,63745,,,
K000187,83875,,,
K000190,32544,,,
K000193,32544,,,
K000196,45964,,,
K000199,63745,,,
K000202,148627,,,
K000205,129168,,,
K000208,149298,,,
K000211,149298,,,
K000214,169428,,,
K000217,169428,,,
K000220,204033,,,
K000223,150366,,,
K000226,190596,,,
K000229,130230,,,
K000232,130230,,,
K000235,254371,,,
K000238,231557,,,
K000241,170501,,,
K000244,192423,,,
K000247,80988,,,
K000250,77943,,,
K000253,87077,,,
K000256,84033,,,
K000259,80988,,,
K000262,96414,,,
K000265,77943,,,
K000268,80988,,,
K000271,80988,,,
K000274,64344,,,
K000277,64344,,,
K000280,64344,,,
K000283,80988,,,
K000286,96414,,,
K000289,77943,,,
K000292,87077,,,
K000295,80988,,,
GE00001,29432,21170,,
GE00003,23545,16936,,
GE00005,23951,17228,,
GE00007,12585,9052,,
GE00009,29432,21170,,
GE00011,11773,8468,,
GE00013,20298,14600,,
GE00015,11367,8176,,
GE00017,28011,20148,,
GE00019,15426,11096,,
GE00021,21516,15476,,
GE00023,30203,21725,,
GE00024,30203,21725,,
KD00001,100650,,,
KD00002,93940,,,
KD00003,100650,,,
KD00004,100650,,,
KD00005,134200,,,
KD00006,117425,,,
KD00007,100650,,,
KD00008,117425,,,
KD00009,130845,,,
KD00011,117425,,,
KD00012,117425,,,
KD00013,117425,,,
KD00014,117425,,,
KD00015,127490,,,
KD00016,73810,,,
KD00017,53680,,,
GR00001,37551,27010,,
GR00002,37551,27010,,
GR00003,20298,14600,,
GR00004,20298,14600,,
GR00005,32476,23360,,
GR00006,32476,23360,,
GR00007,35927,25842,,
GR00008,35927,25842,,
GR00009,21516,15476,,
GR00010,21516,15476,,
GR00011,31259,22484,,
GR00012,31259,22484,,
GR00013,33897,24382,,
GR00014,33897,24382,,
GR00015,40596,29200,,
GR00016,40596,29200,,
GR00017,34506,24820,,
GR00018,34506,24820,,
GR00019,32882,23652,,
GR00020,32882,23652,,
GR00021,33694,24236,,
GR00022,33694,24236,,
GR00023,41610,29930,,
GR00024,41610,29930,,
GR00025,30447,21900,,
GR00026,30447,21900,,
GR00027,34303,24674,,
GR00028,34303,24674,,
GR00029,32070,23068,,
GR00030,32070,23068,,
GR00031,24357,17520,,
GR00032,24357,17520,,
GR00033,32476,23360,,
GR00034,32476,23360,,
GR00035,12179,8760,,
GR00036,12179,8760,,
GR00037,11773,8468,,
GR00038,11773,8468,,
GR00039,8119,5840,,
GR00040,8119,5840,,
GR00041,21516,15476,,
GR00042,21516,15476,,
GR00043,35521,25550,,
GR00044,35521,25550,,
GR00045,33897,24382,,
GR00046,33897,24382,,
GR00047,34100,24528,,
GR00048,34100,24528,,
GR00049,33897,24382,,
GR00050,33897,24382,,
GR00051,37145,26718,,
GR00052,37145,26718,,
T00001,,360400,331250,307850
T00002,,360400,331250,307850
T00004,,639700,604750,576700
T00005,,639700,604750,576700
T00007,,624700,586100,555050
T00008,,624700,586100,555050
T00010,,356450,326750,302800
T00011,,356450,326750,302800
T00013,,398800,366150,339850
T00014,,398800,366150,339850
T00016,,476550,442650,415200
T00017,,476550,442650,415200
T00019,,669800,634600,606250
T00020,,669800,634600,606250
T00022,,312750,280450,254400
T00023,,312750,280450,254400
T00025,,540450,500700,468650
T00026,,540450,500700,468650
T00028,,240500,213150,191000
T00029,,240500,213150,191000
T00031,,317100,287200,263200
T00032,,317100,287200,263200
T00034,,372600,342500,318200
T00035,,372600,342500,318200
T00037,,706500,636650,580400
T00038,,706500,636650,580400
C005861,,18541,13427,12576
C005862,,18541,13427,12576
C005864,,28616,22079,20940
C005865,,28616,22079,20940
C005867,,29786,24209,23186
C005868,,29786,24209,23186
C005870,,16526,13462,12977
C005871,,16526,13462,12977
C005873,,20101,15004,14151
C005874,,20101,15004,14151
C005876,,21369,16346,14415
C005877,,21369,16346,14415
C005879,,21011,16221,15408
C005880,,21011,16221,15408
C005882,,18363,13840,13062
C005883,,18363,13840,13062
C005885,,26195,21613,19734
C005886,,26195,21613,19734
C005888,,25204,19097,18002
C005889,,25204,19097,18002
C005891,,26406,21470,19547
C005892,,26406,21470,19547
C005894,,40658,33782,31510
C005895,,40658,33782,31510
C005897,,30420,25368,24518
C005898,,30420,25368,24518
C005900,,24229,18561,17527
C005901,,24229,18561,17527
C005903,,17339,13598,12909
C005904,,17339,13598,12909
C005906,,13293,10041,9531
C005907,,13293,10041,9531
C005909,,21434,16885,15013
C005910,,21434,16885,15013
C005912,,37261,29013,27544
C005913,,37261,29013,27544
C005915,,21060,17274,16582
C005916,,21060,17274,16582
C005918,,36774,28758,27320
C005919,,36774,28758,27320
C005921,,25513,19737,18689
C005922,,25513,19737,18689
C005924,,29331,21406,19976
C005925,,29331,21406,19976
C005927,,26325,19875,17648
C005928,,26325,19875,17648
C005930,,48555,40939,37939
C005931,,48555,40939,37939
C005933,,24180,20374,19682
C005934,,24180,20374,19682
C005936,,24440,18418,17342
C005937,,24440,18418,17342
C005939,,31671,25475,22830
C005940,,31671,25475,22830
C005941,,41324,33350,31120
C005942,,41324,33350,31120
C005943,,38269,32105,31244
C005944,,38269,32105,31244
C005945,,54421,47926,45693
C005946,,54421,47926,45693
C005947,,39796,33301,31068
C005948,,39796,33301,31068
C005949,,41421,34926,32693
C005950,,41421,34926,32693
C005951,,31671,25176,22943
C005952,,31671,25176,22943
C005953,,32484,25989,23756
C005954,,32484,25989,23756
C005955,,38171,31676,29443
C005956,,38171,31676,29443
C005957,,38171,31676,29443
C005958,,38171,31676,29443
C005959,,31671,25176,22943
C005960,,31671,25176,22943
C005961,,31671,25176,22943
C005962,,31671,25176,22943
C005963,,51171,44676,42443
C005964,,51171,44676,42443
C005965,,54324,47115,44796
C005966,,54324,47115,44796
C005967,,54324,47115,44796
C005968,,54324,47115,44796
C005969,,54324,47115,44796
C005970,,54324,47115,44796
C005971,,39699,32490,30171
C005972,,39699,32490,30171
C005973,,41324,34115,31796
C005974,,41324,34115,31796
C005975,,31574,24365,22046
C005976,,31574,24365,22046
C005977,,32386,25178,22859
C005978,,32386,25178,22859
C005979,,38074,30865,28546
C005980,,38074,30865,28546
C005981,,38074,30865,28546
C005982,,38074,30865,28546
C005983,,31574,24365,22046
C005984,,31574,24365,22046
C005985,,31574,24365,22046
C005986,,31574,24365,22046
C005987,,51074,43865,41546
C005988,,51074,43865,41546
C005989,,53495,46454,45250
C005990,,53495,46454,45250
C005991,,53495,46454,45250
C005992,,53495,46454,45250
C005993,,53495,46454,45250
C005994,,53495,46454,45250
C005995,,43258,36216,35012
C005996,,43258,36216,35012
C005997,,44395,37354,36150
C005998,,44395,37354,36150
C005999,,37570,30529,29325
C006000,,37570,30529,29325
C006001,,38139,31098,29894
C006002,,38139,31098,29894
C006003,,42120,35079,33875
C006004,,42120,35079,33875
C006005,,42120,35079,33875
C006006,,42120,35079,33875
C006007,,37570,30529,29325
C006008,,37570,30529,29325
C006009,,37570,30529,29325
C006010,,37570,30529,29325
C006011,,51220,44179,42975
C006012,,51220,44179,42975
C006013,,71338,64376,63183
C006014,,71338,64376,63183
C006015,,71338,64376,63183
C006016,,71338,64376,63183
C006017,,71338,64376,63183
C006018,,71338,64376,63183
C006019,,64025,57064,55871
C006020,,64025,57064,55871
C006021,,64838,57876,56683
C006022,,64838,57876,56683
C006023,,59963,53001,51808
C006024,,59963,53001,51808
C006025,,60369,53407,52215
C006026,,60369,53407,52215
C006027,,63213,56251,55058
C006028,,63213,56251,55058
C006029,,63213,56251,55058
C006030,,63213,56251,55058
C006031,,59963,53001,51808
C006032,,59963,53001,51808
C006033,,59963,53001,51808
C006034,,59963,53001,51808
C006035,,69713,62751,61558
C006036,,69713,62751,61558
C006037,,62059,52931,49551
C006038,,62059,52931,49551
C006039,,62059,52931,49551
C006040,,62059,52931,49551
C006041,,62059,52931,49551
C006042,,62059,52931,49551
C006043,,47434,38306,34926
C006044,,47434,38306,34926
C006045,,49059,39931,36551
C006046,,49059,39931,36551
C006047,,39309,30181,26801
C006048,,39309,30181,26801
C006049,,40121,30994,27614
C006050,,40121,30994,27614
C006051,,45809,36681,33301
C006052,,45809,36681,33301
C006053,,45809,36681,33301
C006054,,45809,36681,33301
C006055,,39309,30181,26801
C006056,,39309,30181,26801
C006057,,39309,30181,26801
C006058,,39309,30181,26801
C006059,,58809,49681,46301
C006060,,58809,49681,46301
C006061,,119327,109148,106590
C006062,,119327,109148,106590
C006063,,119327,109148,106590
C006064,,119327,109148,106590
C006065,,119327,109148,106590
C006066,,119327,109148,106590
C006067,,104702,94523,91965
C006068,,104702,94523,91965
C006069,,106327,96148,93590
C006070,,106327,96148,93590
C006071,,96577,86398,83840
C006072,,96577,86398,83840
C006073,,97390,87211,84653
C006074,,97390,87211,84653
C006075,,103077,92898,90340
C006076,,103077,92898,90340
C006077,,103077,92898,90340
C006078,,103077,92898,90340
C006079,,96577,86398,83840
C006080,,96577,86398,83840
C006081,,96577,86398,83840
C006082,,96577,86398,83840
C006083,,116077,105898,103340
C006084,,116077,105898,103340
C006085,,54421,47926,45693
C006086,,54421,47926,45693
C006087,,54421,47926,45693
C006088,,54421,47926,45693
C006089,,148590,137090,133209
C006090,,148590,137090,133209
C006091,,46761,38306,36153
C006092,,46761,38306,36153
C006093,,32175,25381,23117
C006094,,32175,25381,23117
C006107,,84143,73037,69064
C006108,,84143,73037,69064
C006109,,43306,35956,32992
C006110,,43306,35956,32992
C006111,,82469,68759,64248
C006112,,82469,68759,64248
C006113,,44850,35393,31813
C006114,,44850,35393,31813
C006115,,70356,59326,55364
C006116,,70519,59407,55435
C006117,,123412,108027,101998
C006118,,123412,108027,101998
C006119,,94474,84684,81209
C006120,,94474,84684,81209
C006121,,34385,28369,25751
C006122,,34385,28369,25751
C006123,,41665,33041,29744
C006124,,41665,33041,29744
C006125,,40008,33337,30625
C006126,,40008,33337,30625
C006127,,42088,34279,32862
C006128,,42088,34279,32862
C006129,,41340,35466,32869
C006130,,41340,35466,32869
C006131,,49595,41988,38987
C006132,,49595,41988,38987
C006133,,43687,36434,33486
C006134,,43687,36434,33486
C006135,,25740,18809,16525
C006136,,25740,18809,16525
C006137,,29738,23914,21330
C006138,,29738,23914,21330
C006139,,29413,26505,25917
C006140,,29413,26505,25917
C006141,,18395,14110,13361
C006142,,18395,14110,13361
C006143,,19253,14651,13863
C006144,,19253,14651,13863
C006145,,21502,17074,15215
C006146,,21502,17074,15215
C006147,,64259,56669,53666
C006148,,64259,56669,53666
C006149,,13033,8858,8115
C006150,,13033,8858,8115
C006151,,12058,8348,7664
C006152,,12058,8348,7664
C006153,,9051,5840,5335
C006154,,9051,5840,5335
C006155,,38821,31627,28683
C006156,,38821,31627,28683
C006157,,28584,21809,20641
C006158,,28584,21809,20641
C006159,,73596,66134,64272
C006160,,73596,66134,64272
C006161,,42331,35987,33776
C006162,,42331,35987,33776
C006163,,86889,78719,75633
C006164,,86889,78719,75633
C006165,,5038,3825,3682
C006166,,5038,3825,3682
C006167,,4225,3443,3344
C006168,,4225,3443,3344
C006169,,6484,5080,4912
C006170,,6484,5080,4912
C006171,,5915,4799,4664
C006172,,5915,4799,4664
C006173,,9506,9007,7854
C006174,,9506,9007,7854
C006175,,18038,16731,16456
C006176,,18038,16731,16456
C006177,,17631,16526,16276
C006178,,17631,16526,16276
C006179,,33963,33205,33001
C006180,,33963,33205,33001
C006181,,33800,33155,32955
C006182,,33800,33155,32955
C006183,,50050,48799,48529
C006184,,50050,48799,48529
C006185,,49400,48467,48235
C006186,,49400,48467,48235
C006187,,98963,97221,96894
C006188,,98963,97221,96894
C006189,,97338,96405,96172
C006190,,97338,96405,96172
C006191,,3624,2867,2776
C006192,,3624,2867,2776
C006193,,6273,5247,5122
C006194,,6273,5247,5122
C006195,,8759,7527,7378
C006196,,8759,7527,7378
C006197,,5249,4956,4924
C006198,,5249,4956,4924
C006199,,7166,6656,5506
C006200,,7166,6656,5506
C006201,,3819,3239,3164
C006202,,3819,3239,3164
C006203,,9669,9084,7922
C006204,,9669,9084,7922
C006205,,17388,16424,16187
C006206,,17388,16424,16187
C006207,,5281,3954,3796
C006208,,5281,3954,3796
C006209,,10481,9492,9258
C006210,,10481,9492,9258
C006211,,7036,5874,5736
C006212,,7036,5874,5736
C006213,,7719,6502,6351
C006214,,7719,6502,6351
C006215,,6549,5619,5510
C006216,,6549,5619,5510
C006217,,4469,3570,3458
C006218,,4469,3570,3458
C006219,,7881,6578,6419
C006220,,7881,6578,6419
C006221,,10969,10410,9245
C006222,,10969,10410,9245
C006223,,15519,14479,14354
C006224,,15519,14479,14354
C006225,,8125,7343,7244
C006226,,8125,7343,7244
C006227,,3819,3239,3164
C006228,,3819,3239,3164
C006229,,7033,5579,5408
C006230,,7033,5579,5408
C006231,,13861,12893,12656
C006232,,13861,12893,12656
C006233,,5639,4402,4253
C006234,,5639,4402,4253
C006235,,6633,5319,5159
C006236,,6633,5319,5159
C006237,,6630,5996,4831
C006238,,6630,5996,4831
C006239,,4843,3479,3317
C006240,,4843,3479,3317
C006241,,15431,13385,13020
C006242,,15431,13385,13020
C006243,,5551,4758,4548
C006244,,5551,4758,4548
C006245,,10202,8811,8528
C006246,,10202,8811,8528
C006247,,9383,8483,8257
C006248,,9383,8483,8257
C006249,,10173,8838,8559
C006250,,10173,8838,8559
C006251,,6302,5221,5091
C006252,,6302,5221,5091
C006253,,2480,2061,2005
C006254,,2480,2061,2005
C006255,,3055,2585,2527
C006256,,3055,2585,2527
C006257,,3575,3110,3052
C006258,,3575,3110,3052
C006259,,4258,3687,3621
C006260,,4258,3687,3621
C006261,,4778,4238,4168
C006262,,4778,4238,4168
C006263,,6419,5829,5756
C006264,,6419,5829,5756
C006265,,7150,6508,6432
C006266,,7150,6508,6432
C006267,,7881,7189,7109
C006268,,7881,7189,7109
C006269,,8531,7870,7787
C006270,,8531,7870,7787
C006271,,9263,8551,8463
C006272,,9263,8551,8463
C006273,,9994,9232,9141
C006274,,9994,9232,9141
C006275,,10725,9913,9818
C006276,,10725,9913,9818
C006277,,15113,14274,14173
C006278,,15113,14274,14173
C006279,,15925,15148,15049
C006280,,15925,15148,15049
C006281,,17956,17048,16936
C006282,,17956,17048,16936
C006283,,19013,17997,17880
C006284,,19013,17997,17880
C006285,,21531,20547,20425
C006286,,21531,20547,20425
C006287,,3104,2342,2251
C006288,,3104,2342,2251
C006289,,3624,2867,2776
C006290,,3624,2867,2776
C006291,,4388,3520,3413
C006292,,4388,3520,3413
C006293,,4908,4045,3937
C006294,,4908,4045,3937
C006295,,5590,4646,4529
C006296,,5590,4646,4529
C006297,,7313,6263,6139
C006298,,7313,6263,6139
C006299,,7963,6918,6793
C006300,,7963,6918,6793
C006301,,8694,7623,7493
C006302,,8694,7623,7493
C006303,,9263,8227,8102
C006304,,9263,8227,8102
C006305,,9994,8934,8803
C006306,,9994,8934,8803
C006307,,10806,9666,9524
C006308,,10806,9666,9524
C006309,,11456,10320,10179
C006310,,11456,10320,10179
C006311,,15844,14632,14489
C006312,,15844,14632,14489
C006313,,16981,15659,15501
C006314,,16981,15659,15501
C006315,,18850,17508,17342
C006316,,18850,17508,17342
C006317,,19906,19458,18307
C006318,,19906,19458,18307
C006319,,22425,21981,20831
C006320,,22425,21981,20831
C006321,,3104,2342,2251
C006322,,3104,2342,2251
C006323,,3868,2993,2888
C006324,,3868,2993,2888
C006325,,4469,3544,3435
C006326,,4469,3544,3435
C006327,,5151,4171,4050
C006328,,5151,4171,4050
C006329,,5753,4696,4574
C006330,,5753,4696,4574
C006331,,7556,6390,6251
C006332,,7556,6390,6251
C006333,,8206,7044,6906
C006334,,8206,7044,6906
C006335,,9100,7828,7673
C006336,,9100,7828,7673
C006337,,9750,8483,8328
C006338,,9750,8483,8328
C006339,,10644,9266,9095
C006340,,10644,9266,9095
C006341,,11619,11024,9862
C006342,,11619,11024,9862
C006343,,12269,11679,10517
C006344,,12269,11679,10517
C006345,,16819,16117,15915
C006346,,16819,16117,15915
C006347,,17713,17017,16814
C006348,,17713,17017,16814
C006349,,19744,18941,18723
C006350,,19744,18941,18723
C006351,,21206,20096,19848
C006352,,21206,20096,19848
C006353,,23725,22620,22370
C006354,,23725,22620,22370
C006355,,218140,211154,208866
C006356,,218140,211154,208866
C006357,,29169,22874,21764
C006358,,29169,22874,21764
C006359,,99743,93767,91163
C006360,,99743,93767,91163
C006361,,59582,52811,49931
C006362,,59582,52811,49931
C006363,,34026,29119,27203
C006364,,34026,29119,27203
C006365,,40194,34791,33785
C006366,,40194,34791,33785
C006367,,26705,22127,20248
C006368,,26705,22127,20248
C006369,,53316,47122,45604
C006370,,53316,47122,45604
C006371,,30713,24323,22107
C006372,,30713,24323,22107
C006373,,30713,24323,22107
C006374,,30713,24323,22107
C006375,,30713,24323,22107
C006376,,30713,24323,22107
C006377,,24863,18473,16257
C006378,,24863,18473,16257
C006379,,25513,19123,16907
C006380,,25513,19123,16907
C006381,,21613,15223,13007
C006382,,21613,15223,13007
C006383,,21938,15548,13332
C006384,,21938,15548,13332
C006385,,24213,17823,15607
C006386,,24213,17823,15607
C006387,,24213,17823,15607
C006388,,24213,17823,15607
C006389,,21613,15223,13007
C006390,,21613,15223,13007
C006391,,21613,15223,13007
C006392,,21613,15223,13007
C006393,,29413,23023,20807
C006394,,29413,23023,20807
C006395,,9831,9186,8986
C006396,,9831,9186,8986
C006397,,27268,22932,21081
C006398,,27268,22932,21081
C006399,,24310,19910,18047
C006400,,24310,19910,18047
C006401,,42380,36491,33896
C006402,,42380,36491,33896
C006403,,39861,36036,35337
C006404,,39861,36036,35337
C006405,,43241,35599,34211
C006406,,43241,35599,34211
C006407,,37993,35064,33504
C006408,,37993,35064,33504
C006409,,53885,47141,44267
C006410,,53885,47141,44267
C006411,,52276,46072,44554
C006412,,52276,46072,44554
C006413,,20264,14757,13744
C006414,,20264,14757,13744
C006415,,46800,37754,34392
C006416,,46800,37754,34392
C006417,,29461,22485,20196
C006418,,29461,22485,20196
C006419,,144365,126305,120703
C006420,,144365,126305,120703
C006421,,63001,55244,52213
C006422,,63001,55244,52213
C006423,,98768,84498,79911
C006424,,98768,84498,79911
C006425,,82063,68385,62754
C006426,,82063,68385,62754
C006427,,160274,139799,132416
C006428,,160274,139799,132416
C006429,,40073,33995,32490
C006430,,40073,33995,32490
C006431,,45273,37906,36060
C006432,,45273,37906,36060
C006433,,28909,21691,19373
C006434,,28909,21691,19373
C006435,,81543,74121,72262
C006436,,81543,74121,72262
C006437,,119145,108875,105183
C006438,,119145,108875,105183
C006439,,44200,37926,36389
C006440,,44200,37926,36389
C006441,,57899,46911,42952
C006442,,57899,46911,42952
C006443,,116383,101566,96740
C006444,,116383,101566,96740
C006445,,67828,56766,52949
C006446,,67828,56766,52949
C006447,,67828,56766,52949
C006448,,67828,56766,52949
C006449,,67828,56766,52949
C006450,,67828,56766,52949
C006451,,56859,45797,41980
C006452,,56859,45797,41980
C006453,,58078,47016,43199
C006454,,58078,47016,43199
C006455,,50765,39704,35887
C006456,,50765,39704,35887
C006457,,51374,40313,36496
C006458,,51374,40313,36496
C006459,,55640,44579,40762
C006460,,55640,44579,40762
C006461,,55640,44579,40762
C006462,,55640,44579,40762
C006463,,50765,39704,35887
C006464,,50765,39704,35887
C006465,,50765,39704,35887
C006466,,50765,39704,35887
C006467,,65390,54329,50512
C006468,,65390,54329,50512
C006469,,57996,49658,46545
C006470,,57996,49658,46545
C006471,,57996,49658,46545
C006472,,57996,49658,46545
C006473,,57996,49658,46545
C006474,,57996,49658,46545
C006475,,43371,35033,31920
C006476,,43371,35033,31920
C006477,,44996,36658,33545
C006478,,44996,36658,33545
C006479,,35246,26908,23795
C006480,,35246,26908,23795
C006481,,36059,27721,24607
C006482,,36059,27721,24607
C006483,,41746,33408,30295
C006484,,41746,33408,30295
C006485,,41746,33408,30295
C006486,,41746,33408,30295
C006487,,35246,26908,23795
C006488,,35246,26908,23795
C006489,,35246,26908,23795
C006490,,35246,26908,23795
C006491,,54746,46408,43295
C006492,,54746,46408,43295
C006493,,37278,31073,29547
C006494,,37278,31073,29547
C006495,,37278,31073,29547
C006496,,37278,31073,29547
C006497,,37278,31073,29547
C006498,,37278,31073,29547
C006499,,37278,31073,29547
C006500,,37278,31073,29547
C006501,,37278,31073,29547
C006502,,37278,31073,29547
C006503,,37278,31073,29547
C006504,,37278,31073,29547
C006505,,37278,31073,29547
C006506,,37278,31073,29547
C006507,,37278,31073,29547
C006508,,37278,31073,29547
C006509,,37278,31073,29547
C006510,,37278,31073,29547
C006511,,37278,31073,29547
C006512,,37278,31073,29547
C006513,,37278,31073,29547
C006514,,37278,31073,29547
C006515,,37278,31073,29547
C006516,,37278,31073,29547
C006517,,75091,63159,59066
C006518,,75091,63159,59066
C006519,,75091,63159,59066
C006520,,75091,63159,59066
C006521,,75091,63159,59066
C006522,,75091,63159,59066
C006523,,75091,63159,59066
C006524,,75091,63159,59066
C006525,,75091,63159,59066
C006526,,75091,63159,59066
C006527,,75091,63159,59066
C006528,,75091,63159,59066
C006529,,75091,63159,59066
C006530,,75091,63159,59066
C006531,,75091,63159,59066
C006532,,75091,63159,59066
C006533,,75091,63159,59066
C006534,,75091,63159,59066
C006535,,75091,63159,59066
C006536,,75091,63159,59066
C006537,,75091,63159,59066
C006538,,75091,63159,59066
C006539,,75091,63159,59066
C006540,,75091,63159,59066
C006541,,63083,50258,46031
C006542,,63083,50258,46031
C006543,,63083,50258,46031
C006544,,63083,50258,46031
C006545,,63083,50258,46031
C006546,,63083,50258,46031
C006547,,63083,50258,46031
C006548,,63083,50258,46031
C006549,,63083,50258,46031
C006550,,63083,50258,46031
C006551,,63083,50258,46031
C006552,,63083,50258,46031
C006553,,63083,50258,46031
C006554,,63083,50258,46031
C006555,,63083,50258,46031
C006556,,63083,50258,46031
C006557,,63083,50258,46031
C006558,,63083,50258,46031
C006559,,63083,50258,46031
C006560,,63083,50258,46031
C006561,,63083,50258,46031
C006562,,63083,50258,46031
C006563,,63083,50258,46031
C006564,,63083,50258,46031
C006565,,26829,19591,17275
C006566,,26829,19591,17275
C006567,,77935,68465,65039
C006568,,77935,68465,65039
C006569,,77935,68465,65039
C006570,,77935,68465,65039
C006571,,77935,68465,65039
C006572,,77935,68465,65039
C006573,,77935,68465,65039
C006574,,77935,68465,65039
C006575,,77935,68465,65039
C006576,,77935,68465,65039
C006577,,77935,68465,65039
C006578,,77935,68465,65039
C006579,,77935,68465,65039
C006580,,77935,68465,65039
C006581,,77935,68465,65039
C006582,,77935,68465,65039
C006583,,77935,68465,65039
C006584,,77935,68465,65039
C006585,,77935,68465,65039
C006586,,77935,68465,65039
C006587,,77935,68465,65039
C006588,,77935,68465,65039
C006589,,77935,68465,65039
C006590,,77935,68465,65039
C006591,,47434,40032,38181
C006592,,47434,40032,38181
C006593,,47434,40032,38181
C006594,,47434,40032,38181
C006595,,47434,40032,38181
C006596,,47434,40032,38181
C006597,,47434,40032,38181
C006598,,47434,40032,38181
C006599,,47434,40032,38181
C006600,,47434,40032,38181
C006601,,47434,40032,38181
C006602,,47434,40032,38181
C006603,,47434,40032,38181
C006604,,47434,40032,38181
C006605,,47434,40032,38181
C006606,,47434,40032,38181
C006607,,47434,40032,38181
C006608,,47434,40032,38181
C006609,,47434,40032,38181
C006610,,47434,40032,38181
C006611,,47434,40032,38181
C006612,,47434,40032,38181
C006613,,47434,40032,38181
C006614,,47434,40032,38181
C006615,,22588,15389,13078
C006616,,22588,15389,13078
C006617,,22588,15389,13078
C006618,,22588,15389,13078
C006619,,22588,15389,13078
C006620,,22588,15389,13078
C006621,,22588,15389,13078
C006622,,22588,15389,13078
C006623,,22588,15389,13078
C006624,,22588,15389,13078
C006625,,22588,15389,13078
C006626,,22588,15389,13078
C006627,,22588,15389,13078
C006628,,22588,15389,13078
C006629,,22588,15389,13078
C006630,,22588,15389,13078
