C000364,7806,6096,5916,,,,,,
C000365,7206,6096,5316,,,,,,
C000366,7206,6096,5316,,,,,,
C000367,7806,6096,5916,,,,,,
C000368,7206,6096,5316,,,,,,
C000369,7206,6096,5316,,,,,,
C000370,7806,6096,5916,,,,,,
C000371,7206,6096,5316,,,,,,
C000372,7206,6096,5316,,,,,,
C000373,7806,6096,5916,,,,,,
C000374,7206,6096,5316,,,,,,
C000375,7206,6096,5316,,,,,,
C000376,7806,6096,5916,,,,,,
C000377,7206,6096,5316,,,,,,
C000378,7206,6096,5316,,,,,,
C000379,7806,6096,5916,,,,,,
C000380,7206,6096,5316,,,,,,
C000381,7206,6096,5316,,,,,,
C000382,7806,6096,5916,,,,,,
C000383,7206,6096,5316,,,,,,
C000384,7206,6096,5316,,,,,,
C000385,7806,6096,5916,,,,,,
C000386,7206,6096,5316,,,,,,
C000387,7206,6096,5316,,,,,,
C000388,7806,6096,5916,,,,,,
C000389,18966,16986,14676,,,,,,
C000390,18966,16986,14676,,,,,,
C000391,27516,24456,20826,,,,,,
C000392,87126,85056,82626,,,,,,
C000393,87126,85056,82626,,,,,,
C000394,97836,94296,90156,,,,,,
C000395,59886,55926,51246,,,,,,
C000396,59886,55926,51246,,,,,,
C000397,80736,73926,65886,,,,,,
C000398,22266,20496,18396,,,,,,
C000399,22266,20496,18396,,,,,,
C000400,30066,27276,23976,,,,,,
C000401,110976,108816,106266,,,,,,
C000402,110976,108816,106266,,,,,,
C000403,122316,118596,114216,,,,,,
C000404,121116,118866,116226,,,,,,
C000405,121116,118866,116226,,,,,,
C000406,132786,128946,124446,,,,,,
C000407,56826,55266,53436,,,,,,
C000408,56826,55266,53436,,,,,,
C000409,63336,60936,58116,,,,,,
C000410,54246,52956,51426,,,,,,
C000411,54246,52956,51426,,,,,,
C000412,58386,56556,54426,,,,,,
C000413,46536,45156,43566,,,,,,
C000414,46536,45156,43566,,,,,,
C000415,50766,48846,46596,,,,,,
C000416,116166,114156,111816,,,,,,
C000417,116166,114156,111816,,,,,,
C000418,130746,126666,121836,,,,,,
C000419,40086,39066,37836,,,,,,
C000420,40086,39066,37836,,,,,,
C000421,44736,43056,41076,,,,,,
C000422,35676,34596,33306,,,,,,
C000423,35676,34596,33306,,,,,,
C000424,40506,38766,36696,,,,,,
C000425,45816,44916,43866,,,,,,
C000426,45816,44916,43866,,,,,,
C000427,49626,48186,46536,,,,,,
C000428,81516,80796,79926,,,,,,
C000429,81516,80796,79926,,,,,,
C000430,84606,83466,82086,,,,,,
C000431,55146,54006,52656,,,,,,
C000432,55146,54006,52656,,,,,,
C000433,60756,58806,56526,,,,,,
C000434,12336,10626,8616,,,,,,
C000435,12336,10626,8616,,,,,,
C000436,17856,15486,12726,,,,,,
C000437,23166,21336,19206,,,,,,
C000438,23166,21336,19206,,,,,,
C000439,29676,27066,24006,,,,,,
C000440,54066,50466,46266,,,,,,
C000441,54066,50466,46266,,,,,,
C000442,73086,66876,59616,,,,,,
C000443,17826,16776,15516,,,,,,
C000444,17826,16776,15516,,,,,,
C000445,23256,21426,19266,,,,,,
C000446,56286,54846,53136,,,,,,
C000447,56286,54846,53136,,,,,,
C000448,62316,60096,57486,,,,,,
C000449,54366,53196,51846,,,,,,
C000450,54366,53196,51846,,,,,,
C000451,59736,57846,55596,,,,,,
C000452,14766,14076,13296,,,,,,
C000453,14766,14076,13296,,,,,,
C000454,19176,17856,16296,,,,,,
C000455,32646,31086,29256,,,,,,
C000456,32646,31086,29256,,,,,,
C000457,39156,36756,33936,,,,,,
C000458,24696,23316,21726,,,,,,
C000459,24696,23316,21726,,,,,,
C000460,28926,27006,24756,,,,,,
C000461,25206,24306,23256,,,,,,
C000462,25206,24306,23256,,,,,,
C000463,29496,27996,26226,,,,,,
C000464,22326,21396,20316,,,,,,
C000465,22326,21396,20316,,,,,,
C000466,27066,25446,23556,,,,,,
C000467,13236,12516,11646,,,,,,
C000468,13236,12516,11646,,,,,,
C000469,16986,15696,14226,,,,,,
C000470,19296,18576,17706,,,,,,
C000471,19296,18576,17706,,,,,,
C000472,22386,21246,19866,,,,,,
C000473,27636,26496,25146,,,,,,
C000474,27636,26496,25146,,,,,,
C000475,33246,31296,29016,,,,,,
C000476,12816,11916,10896,,,,,,
C000477,12816,11916,10896,,,,,,
C000478,17346,15816,14016,,,,,,
C000479,16656,15366,13866,,,,,,
C000480,16656,15366,13866,,,,,,
C000481,22176,20196,17826,,,,,,
C000482,11496,10566,9486,,,,,,
C000483,11496,10566,9486,,,,,,
C000484,16266,14646,12786,,,,,,
C000485,16956,15726,14256,,,,,,
C000486,16956,15726,14256,,,,,,
C000487,22836,20826,18456,,,,,,
C000488,22236,20856,19236,,,,,,
C000489,22236,20856,19236,,,,,,
C000490,28176,26016,23496,,,,,,
C000491,13116,12246,11196,,,,,,
C000492,13116,12246,11196,,,,,,
C000493,17646,16116,14316,,,,,,
C000494,12786,11616,10266,,,,,,
C000495,12786,11616,10266,,,,,,
C000496,18756,16746,14376,,,,,,
C000497,13296,11976,10446,,,,,,
C000498,13296,11976,10446,,,,,,
C000499,19026,16986,14556,,,,,,
C000500,16626,14556,12126,,,,,,
C000501,16626,14556,12126,,,,,,
C000502,25716,22446,18636,,,,,,
C000503,10176,9276,8256,,,,,,
C000504,10176,9276,8256,,,,,,
C000505,14706,13176,11376,,,,,,
C000506,11016,9816,8406,,,,,,
C000507,11016,9816,8406,,,,,,
C000508,17226,15156,12696,,,,,,
C000509,9726,8826,7806,,,,,,
C000510,9726,8826,7806,,,,,,
C000511,14226,12726,10926,,,,,,
C000512,19776,18066,16056,,,,,,
C000513,19776,18066,16056,,,,,,
C000514,27246,24546,21396,,,,,,
C000515,11496,10386,9096,,,,,,
C000516,11496,10386,9096,,,,,,
C000517,17136,15246,12996,,,,,,
C000518,16476,15576,14526,,,,,,
C000519,16476,15576,14526,,,,,,
C000520,21006,19446,17646,,,,,,
C000521,13776,13086,12276,,,,,,
C000522,13776,13086,12276,,,,,,
C000523,17286,16116,14706,,,,,,
C000524,21546,20226,18636,,,,,,
C000525,21546,20226,18636,,,,,,
C000526,27276,25206,22746,,,,,,
C000527,12606,11976,11226,,,,,,
C000528,12606,11976,11226,,,,,,
C000529,15786,14706,13446,,,,,,
C000530,8466,8016,7506,,,,,,
C000531,8466,8016,7506,,,,,,
C000532,10716,9966,9066,,,,,,
C000533,28506,26706,24606,,,,,,
C000534,28506,26706,24606,,,,,,
C000535,36156,33396,30126,,,,,,
C000536,37416,35856,33996,,,,,,
C000537,37416,35856,33996,,,,,,
C000538,44106,41676,38826,,,,,,
C000539,33726,32376,30786,,,,,,
C000540,33726,32376,30786,,,,,,
C000541,39456,37356,34926,,,,,,
C000542,28686,27336,25776,,,,,,
C000543,28686,27336,25776,,,,,,
C000544,34416,32316,29886,,,,,,
C000545,36366,34566,32496,,,,,,
C000546,36366,34566,32496,,,,,,
C000547,43986,41226,37986,,,,,,
C000548,27666,26106,24306,,,,,,
C000549,27666,26106,24306,,,,,,
C000550,34326,31926,29106,,,,,,
C000551,42186,40236,37956,,,,,,
C000552,42186,40236,37956,,,,,,
C000553,50586,47556,43986,,,,,,
C000554,46596,44556,42186,,,,,,
C000555,46596,44556,42186,,,,,,
C000556,57216,53706,49626,,,,,,
C000557,47166,45126,42726,,,,,,
C000558,47166,45126,42726,,,,,,
C000559,55776,52656,48936,,,,,,
C000560,47286,45486,43386,,,,,,
C000561,47286,45486,43386,,,,,,
C000562,54936,52176,48906,,,,,,
C000563,28686,26676,24336,,,,,,
C000564,28686,26676,24336,,,,,,
C000565,37296,34176,30516,,,,,,
C000566,39186,37206,34866,,,,,,
C000567,39186,37206,34866,,,,,,
C000568,47766,44676,41016,,,,,,
C000569,25176,23406,21336,,,,,,
C000570,25176,23406,21336,,,,,,
C000571,32826,30066,26826,,,,,,
C000572,26406,24426,22056,,,,,,
C000573,26406,24426,22056,,,,,,
C000574,35016,31926,28266,,,,,,
C000575,33366,31596,29496,,,,,,
C000576,33366,31596,29496,,,,,,
C000577,41016,38256,34986,,,,,,
C000578,14826,13746,12516,,,,,,
C000579,14826,13746,12516,,,,,,
C000580,20676,18756,16536,,,,,,
C000581,33756,32016,29946,,,,,,
C000582,33756,32016,29946,,,,,,
C000583,41376,38646,35406,,,,,,
C000584,18876,17556,15996,,,,,,
C000585,18876,17556,15996,,,,,,
C000586,24606,22536,20106,,,,,,
C000587,39576,37566,35226,,,,,,
C000588,39576,37566,35226,,,,,,
C000589,48156,45036,41406,,,,,,
C000590,37506,35736,33666,,,,,,
C000591,37506,35736,33666,,,,,,
C000592,45156,42396,39156,,,,,,
C000593,24666,23556,22266,,,,,,
C000594,24666,23556,22266,,,,,,
C000595,30306,28386,26136,,,,,,
C000596,25836,24696,23376,,,,,,
C000597,25836,24696,23376,,,,,,
C000598,31506,29586,27306,,,,,,
C000599,71496,70266,68826,,,,,,
C000600,71496,70266,68826,,,,,,
C000601,77226,75186,72816,,,,,,
C000602,50796,49476,47946,,,,,,
C000603,50796,49476,47946,,,,,,
C000604,56856,54696,52176,,,,,,
C000605,12966,11856,10566,,,,,,
C000606,12966,11856,10566,,,,,,
C000607,18636,16716,14496,,,,,,
C000608,20076,18036,15636,,,,,,
C000609,20076,18036,15636,,,,,,
C000610,29106,25896,22116,,,,,,
C000611,20616,18846,16776,,,,,,
C000612,20616,18846,16776,,,,,,
C000613,28236,25476,22236,,,,,,
C000614,34776,32706,30276,,,,,,
C000615,34776,32706,30276,,,,,,
C000616,43386,40206,36486,,,,,,
C000617,24816,22506,19776,,,,,,
C000618,24816,22506,19776,,,,,,
C000619,36546,32646,28026,,,,,,
C000620,19296,17586,15576,,,,,,
C000621,19296,17586,15576,,,,,,
C000622,26196,23616,20586,,,,,,
C000623,9726,9126,8436,,,,,,
C000624,9726,9126,8436,,,,,,
C000625,12636,11616,10446,,,,,,
C000626,11676,10956,10086,,,,,,
C000627,11676,10956,10086,,,,,,
C000628,15516,14226,12726,,,,,,
C000629,17826,16026,13896,,,,,,
C000630,17826,16026,13896,,,,,,
C000631,25566,22746,19446,,,,,,
C000632,16026,14196,12006,,,,,,
C000633,16026,14196,12006,,,,,,
C000634,23856,20976,17616,,,,,,
C000635,19326,17076,14436,,,,,,
C000636,19326,17076,14436,,,,,,
C000637,30696,26916,22446,,,,,,
C000638,17646,16626,15426,,,,,,
C000639,17646,16626,15426,,,,,,
C000640,22836,21066,18996,,,,,,
C000641,24246,21966,19296,,,,,,
C000642,24246,21966,19296,,,,,,
C000643,35766,31926,27396,,,,,,
C000644,27126,25476,23526,,,,,,
C000645,27126,25476,23526,,,,,,
C000646,33036,30666,27846,,,,,,
C000647,27636,25626,23256,,,,,,
C000648,27636,25626,23256,,,,,,
C000649,35826,32766,29196,,,,,,
C000650,23496,21366,18846,,,,,,
C000651,23496,21366,18846,,,,,,
C000652,34716,31026,26706,,,,,,
C000653,18306,16236,13806,,,,,,
C000654,18306,16236,13806,,,,,,
C000655,29016,25476,21336,,,,,,
C000656,28356,26226,23706,,,,,,
C000657,28356,26226,23706,,,,,,
C000658,39576,35886,31566,,,,,,
C000659,30366,28416,26136,,,,,,
C000660,30366,28416,26136,,,,,,
C000661,38406,35436,31926,,,,,,
C000662,17466,15906,14076,,,,,,
C000663,17466,15906,14076,,,,,,
C000664,23976,21576,18756,,,,,,
C000665,33906,31836,29436,,,,,,
C000666,33906,31836,29436,,,,,,
C000667,44406,40896,36786,,,,,,
C000668,16296,14946,13386,,,,,,
C000669,16296,14946,13386,,,,,,
C000670,20646,18756,16506,,,,,,
C000671,14676,13656,12426,,,,,,
C000672,14676,13656,12426,,,,,,
C000673,19326,17646,15666,,,,,,
C000674,16296,14946,13386,,,,,,
C000675,16296,14946,13386,,,,,,
C000676,20646,18756,16506,,,,,,
C000677,14916,13836,12546,,,,,,
C000678,14916,13836,12546,,,,,,
C000679,19746,18006,15936,,,,,,
C000680,13896,12996,11946,,,,,,
C000681,13896,12996,11946,,,,,,
C000682,17706,16266,14616,,,,,,
C000683,13656,12816,11796,,,,,,
C000684,13656,12816,11796,,,,,,
C000685,16776,15516,14016,,,,,,
C000686,16266,15126,13776,,,,,,
C000687,16266,15126,13776,,,,,,
C000688,21876,19926,17646,,,,,,
C000689,7206,6096,5316,,,,,,
C000690,7206,6096,5316,,,,,,
C000691,7806,6096,5916,,,,,,
C000692,7206,6096,5316,,,,,,
C000693,7206,6096,5316,,,,,,
C000694,7806,6096,5916,,,,,,
C000695,7206,6096,5316,,,,,,
C000696,7206,6096,5316,,,,,,
C000697,7806,6096,5916,,,,,,
C000698,7206,6096,5316,,,,,,
C000699,7206,6096,5316,,,,,,
C000700,7806,6096,5916,,,,,,
C000701,7206,6096,5316,,,,,,
C000702,7206,6096,5316,,,,,,
C000703,7806,6096,5916,,,,,,
C000704,7206,6096,5316,,,,,,
C000705,7206,6096,5316,,,,,,
C000706,7806,6096,5916,,,,,,
C000707,7206,6096,5316,,,,,,
C000708,7206,6096,5316,,,,,,
C000709,7806,6096,5916,,,,,,
C000710,7206,6096,5316,,,,,,
C000711,7206,6096,5316,,,,,,
C000712,7806,6096,5916,,,,,,
C000713,7206,6096,5316,,,,,,
C000714,7206,6096,5316,,,,,,
C000715,7806,6096,5916,,,,,,
C000716,7206,6096,5316,,,,,,
C000717,7206,6096,5316,,,,,,
C000718,7806,6096,5916,,,,,,
C000719,7206,6096,5316,,,,,,
C000720,7206,6096,5316,,,,,,
C000721,7806,6096,5916,,,,,,
C000722,7206,6096,5316,,,,,,
C000723,7206,6096,5316,,,,,,
C000724,7806,6096,5916,,,,,,
C000725,7206,6096,5316,,,,,,
C000726,7206,6096,5316,,,,,,
C000727,7806,6096,5916,,,,,,
C000728,7206,6096,5316,,,,,,
C000729,7206,6096,5316,,,,,,
C000730,7806,6096,5916,,,,,,
C000731,7206,6096,5316,,,,,,
C000732,7206,6096,5316,,,,,,
C000733,7806,6096,5916,,,,,,
C000734,7206,6096,5316,,,,,,
C000735,7206,6096,5316,,,,,,
C000736,7806,6096,5916,,,,,,
C000737,7206,6096,5316,,,,,,
C000738,7206,6096,5316,,,,,,
C000739,7806,6096,5916,,,,,,
C000740,7206,6096,5316,,,,,,
C000741,7206,6096,5316,,,,,,
C000742,7806,6096,5916,,,,,,
C000743,7206,6096,5316,,,,,,
C000744,7206,6096,5316,,,,,,
C000745,7806,6096,5916,,,,,,
C000746,7206,6096,5316,,,,,,
C000747,7206,6096,5316,,,,,,
C000748,7806,6096,5916,,,,,,
C000749,7206,6096,5316,,,,,,
C000750,7206,6096,5316,,,,,,
C000751,7806,6096,5916,,,,,,
C000752,7206,6096,5316,,,,,,
C000753,7206,6096,5316,,,,,,
C000754,7806,6096,5916,,,,,,
C000755,7206,6096,5316,,,,,,
C000756,7206,6096,5316,,,,,,
C000757,7806,6096,5916,,,,,,
C000758,7206,6096,5316,,,,,,
C000759,7206,6096,5316,,,,,,
C000760,7806,6096,5916,,,,,,
C000761,7206,6096,5316,,,,,,
C000762,7206,6096,5316,,,,,,
C000763,7806,6096,5916,,,,,,
C000764,7206,6096,5316,,,,,,
C000765,7206,6096,5316,,,,,,
C000766,7806,6096,5916,,,,,,
C000767,7206,6096,5316,,,,,,
C000768,7206,6096,5316,,,,,,
C000769,7806,6096,5916,,,,,,
C000770,7206,6096,5316,,,,,,
C000771,7206,6096,5316,,,,,,
C000772,7806,6096,5916,,,,,,
C000773,47496,45126,42336,,,,,,
C000774,47496,45126,42336,,,,,,
C000775,61776,57426,52296,,,,,,
C000776,40056,35646,30456,,,,,,
C000777,40056,35646,30456,,,,,,
C000778,62946,55386,46506,,,,,,
C000779,14616,13386,11946,,,,,,
C000780,14616,13386,11946,,,,,,
C000781,20346,18306,15936,,,,,,
C000782,17106,15786,14256,,,,,,
C000783,17106,15786,14256,,,,,,
C000784,23166,21006,18486,,,,,,
C000785,18396,17226,15876,,,,,,
C000786,18396,17226,15876,,,,,,
C000787,23766,21876,19626,,,,,,
C000788,28656,25056,20856,,,,,,
C000789,28656,25056,20856,,,,,,
C000790,47676,41466,34206,,,,,,
C000791,12726,11676,10416,,,,,,
C000792,12726,11676,10416,,,,,,
C000793,18156,16326,14166,,,,,,
C000794,27456,25686,23586,,,,,,
C000795,27456,25686,23586,,,,,,
C000796,35106,32316,29076,,,,,,
C000797,76626,75246,73596,,,,,,
C000798,76626,75246,73596,,,,,,
C000799,82356,80226,77736,,,,,,
C000800,76146,74856,73326,,,,,,
C000801,78486,76776,74706,,,,,,
C000802,81516,79506,77166,,,,,,
C000803,15846,14466,12816,,,,,,
C000804,15846,14466,12816,,,,,,
C000805,21576,19446,16956,,,,,,
C000806,26286,24726,22866,,,,,,
C000807,26286,24726,22866,,,,,,
C000808,32976,30546,27696,,,,,,
C000809,29406,26466,23016,,,,,,
C000810,29406,26466,23016,,,,,,
C000811,45006,39936,33966,,,,,,
C000812,30846,28566,25896,,,,,,
C000813,30846,28566,25896,,,,,,
C000814,42936,39006,34356,,,,,,
C000815,42186,39846,37056,,,,,,
C000816,42186,39846,37056,,,,,,
C000817,54636,50556,45786,,,,,,
C000818,25446,23856,22026,,,,,,
C000819,25446,23856,22026,,,,,,
C000820,32136,29706,26856,,,,,,
C000821,26676,25176,23436,,,,,,
C000822,26676,25176,23436,,,,,,
C000823,32976,30696,27996,,,,,,
C000824,40476,37356,33696,,,,,,
C000825,40476,37356,33696,,,,,,
C000826,56916,51546,45216,,,,,,
C000827,34626,31596,28056,,,,,,
C000828,34626,31596,28056,,,,,,
C000829,50676,45456,39306,,,,,,
C000830,8436,7926,7356,,,,,,
C000831,8436,7926,7356,,,,,,
C000832,10926,10086,9096,,,,,,
C000833,8406,7956,7416,,,,,,
C000834,8406,7956,7416,,,,,,
C000835,10656,9876,8976,,,,,,
C000836,9186,8316,7296,,,,,,
C000837,9186,8316,7296,,,,,,
C000838,13716,12186,10416,,,,,,
C000839,11406,10296,9006,,,,,,
C000840,11406,10296,9006,,,,,,
C000841,17016,15126,12906,,,,,,
C000842,24996,22596,19806,,,,,,
C000843,24996,22596,19806,,,,,,
C000844,37626,33516,28686,,,,,,
C000845,14646,13296,11706,,,,,,
C000846,14646,13296,11706,,,,,,
C000847,20586,18456,15966,,,,,,
C000848,17136,15756,14136,,,,,,
C000849,17136,15756,14136,,,,,,
C000850,23016,20886,18396,,,,,,
C000851,12936,12036,11016,,,,,,
C000852,12936,12036,11016,,,,,,
C000853,17466,15936,14136,,,,,,
C000854,55716,53646,51186,,,,,,
C000855,55716,53646,51186,,,,,,
C000856,66336,62826,58656,,,,,,
C000857,21456,20076,18456,,,,,,
C000858,21456,20076,18456,,,,,,
C000859,27336,25206,22686,,,,,,
C000860,72396,71796,71076,,,,,,
