C000428,90,132650,131450,130000
C000429,0,132650,131450,130000
C000430,0,137800,135900,133600
C000431,91,88700,86800,84550
C000432,0,88700,86800,84550
C000433,0,98050,94800,91000
C000434,111,17350,14500,11150
C000435,0,17350,14500,11150
C000436,0,26550,22600,18000
C000437,116,35400,32350,28800
C000438,116,35400,32350,28800
C000439,0,46250,41900,36800
C000440,117,86900,80900,73900
C000441,0,86900,80900,73900
C000442,0,118600,108250,96150
C000443,118,26500,24750,22650
C000444,118,26500,24750,22650
C000445,0,35550,32500,28900
C000446,119,90600,88200,85350
C000447,0,90600,88200,85350
C000448,0,100650,96950,92600
C000449,120,87400,85450,83200
C000450,0,87400,85450,83200
C000451,0,96350,93200,89450
C000452,121,21400,20250,18950
C000453,121,21400,20250,18950
C000454,0,28750,26550,23950
C000455,92,51200,48600,45550
C000456,92,51200,48600,45550
C000457,0,62050,58050,53350
C000458,93,37950,35650,33000
C000459,93,37950,35650,33000
C000460,0,45000,41800,38050
C000461,94,38800,37300,35550
C000462,94,38800,37300,35550
C000463,0,45950,43450,40500
C000464,95,34000,32450,30650
C000465,95,34000,32450,30650
C000466,0,41900,39200,36050
C000467,96,18850,17650,16200
C000468,0,18850,17650,16200
C000469,0,25100,22950,20500
C000470,97,28950,27750,26300
C000471,0,28950,27750,26300
C000472,0,34100,32200,29900
C000473,98,42850,40950,38700
C000474,0,42850,40950,38700
C000475,0,52200,48950,45150
C000476,99,18150,16650,14950
C000477,99,18150,16650,14950
C000478,0,25700,23150,20150
C000479,100,24550,22400,19900
C000480,100,24550,22400,19900
C000481,0,33750,30450,26500
C000482,101,15950,14400,12600
C000483,101,15950,14400,12600
C000484,0,23900,21200,18100
C000485,504,25050,23000,20550
C000486,504,25050,23000,20550
C000487,0,34850,31500,27550
C000488,512,33850,31550,28850
C000489,512,33850,31550,28850
C000490,0,43750,40150,35950
C000491,102,18650,17200,15450
C000492,102,18650,17200,15450
C000493,0,26200,23650,20650
C000494,103,18100,16150,13900
C000495,103,18100,16150,13900
C000496,0,28050,24700,20750
C000497,104,18950,16750,14200
C000498,104,18950,16750,14200
C000499,0,28500,25100,21050
C000500,105,24500,21050,17000
C000501,0,24500,21050,17000
C000502,0,39650,34200,27850
C000503,106,13750,12250,10550
C000504,106,13750,12250,10550
C000505,0,21300,18750,15750
C000506,107,15150,13150,10800
C000507,107,15150,13150,10800
C000508,0,25500,22050,17950
C000509,108,13000,11500,9800
C000510,108,13000,11500,9800
C000511,0,20500,18000,15000
C000512,110,29750,26900,23550
C000513,110,29750,26900,23550
C000514,0,42200,37700,32450
C000515,109,15950,14100,11950
C000516,109,15950,14100,11950
C000517,0,25350,22200,18450
C000518,122,24250,22750,21000
C000519,122,24250,22750,21000
C000520,0,31800,29200,26200
C000521,123,19750,18600,17250
C000522,123,19750,18600,17250
C000523,0,25600,23650,21300
C000524,124,32700,30500,27850
C000525,0,32700,30500,27850
C000526,0,42250,38800,34700
C000527,125,17800,16750,15500
C000528,125,17800,16750,15500
C000529,0,23100,21300,19200
C000530,126,10900,10150,9300
C000531,126,10900,10150,9300
C000532,0,14650,13400,11900
C000533,127,44300,41300,37800
C000534,127,44300,41300,37800
C000535,0,57050,52450,47000
C000536,51,59150,56550,53450
C000537,51,59150,56550,53450
C000538,0,70300,66250,61500
C000539,49,53000,50750,48100
C000540,49,53000,50750,48100
C000541,0,62550,59050,55000
C000542,48,44600,42350,39750
C000543,0,44600,42350,39750
C000544,0,54150,50650,46600
C000545,53,57400,54400,50950
C000546,53,57400,54400,50950
C000547,0,70100,65500,60100
C000548,4,42900,40300,37300
C000549,4,42900,40300,37300
C000550,0,54000,50000,45300
C000551,9,67100,63850,60050
C000552,0,67100,63850,60050
C000553,0,81100,76050,70100
C000554,50,74450,71050,67100
C000555,0,74450,71050,67100
C000556,0,92150,86300,79500
C000557,52,75400,72000,68000
C000558,0,75400,72000,68000
C000559,0,89750,84550,78350
C000560,54,75600,72600,69100
C000561,54,75600,72600,69100
C000562,0,88350,83750,78300
C000563,41,44600,41250,37350
C000564,0,44600,41250,37350
C000565,0,58950,53750,47650
C000566,40,62100,58800,54900
C000567,40,62100,58800,54900
C000568,0,76400,71250,65150
C000569,0,38750,35800,32350
C000570,0,38750,35800,32350
C000571,0,51500,46900,41500
C000572,47,40800,37500,33550
C000573,0,40800,37500,33550
C000574,0,55150,50000,43900
C000575,130,52400,49450,45950
C000576,130,52400,49450,45950
C000577,0,65150,60550,55100
C000578,0,21500,19700,17650
C000579,0,21500,19700,17650
C000580,0,31250,28050,24350
C000581,131,53050,50150,46700
C000582,131,53050,50150,46700
C000583,0,65750,61200,55800
C000584,0,28250,26050,23450
C000585,0,28250,26050,23450
C000586,0,37800,34350,30300
C000587,132,62750,59400,55500
C000588,132,62750,59400,55500
C000589,0,77050,71850,65800
C000590,133,59300,56350,52900
C000591,133,59300,56350,52900
C000592,0,72050,67450,62050
C000593,128,37900,36050,33900
C000594,128,37900,36050,33900
C000595,0,47300,44100,40350
C000596,129,39850,37950,35750
C000597,129,39850,37950,35750
C000598,0,49300,46100,42300
C000599,0,115950,113900,111500
C000600,0,115950,113900,111500
C000601,0,125500,122100,118150
C000602,0,81450,79250,76700
C000603,0,81450,79250,76700
C000604,0,91550,87950,83750
C000605,137,18400,16550,14400
C000606,137,18400,16550,14400
C000607,0,27850,24650,20950
C000608,138,30250,26850,22850
C000609,138,30250,26850,22850
C000610,0,45300,39950,33650
C000611,134,31150,28200,24750
C000612,134,31150,28200,24750
C000613,0,43850,39250,33850
C000614,135,54750,51300,47250
C000615,135,54750,51300,47250
C000616,0,69100,63800,57600
C000617,139,38150,34300,29750
C000618,0,38150,34300,29750
C000619,0,57700,51200,43500
C000620,140,28950,26100,22750
C000621,0,28950,26100,22750
C000622,0,40450,36150,31100
C000623,180,13000,12000,10850
C000624,180,13000,12000,10850
C000625,0,17850,16150,14200
C000626,181,16250,15050,13600
C000627,181,16250,15050,13600
C000628,0,22650,20500,18000
C000629,141,26500,23500,19950
C000630,141,26500,23500,19950
C000631,0,39400,34700,29200
C000632,142,23500,20450,16800
C000633,142,23500,20450,16800
C000634,0,36550,31750,26150
C000635,143,29000,25250,20850
C000636,0,29000,25250,20850
C000637,0,47950,41650,34200
C000638,0,26200,24500,22500
C000639,0,26200,24500,22500
C000640,0,34850,31900,28450
C000641,144,37200,33400,28950
C000642,144,37200,33400,28950
C000643,0,56400,50000,42450
C000644,145,42000,39250,36000
C000645,145,42000,39250,36000
C000646,0,51850,47900,43200
C000647,146,42850,39500,35550
C000648,146,42850,39500,35550
C000649,0,56500,51400,45450
C000650,147,35950,32400,28200
C000651,147,35950,32400,28200
C000652,0,54650,48500,41300
C000653,148,27300,23850,19800
C000654,148,27300,23850,19800
C000655,0,45150,39250,32350
C000656,0,44050,40500,36300
C000657,0,44050,40500,36300
C000658,0,62750,56600,49400
C000659,149,47400,44150,40350
C000660,149,47400,44150,40350
C000661,0,60800,55850,50000
C000662,151,25900,23300,20250
C000663,151,25900,23300,20250
C000664,0,36750,32750,28050
C000665,150,53300,49850,45850
C000666,150,53300,49850,45850
C000667,0,70800,64950,58100
C000668,537,23950,21700,19100
C000669,537,23950,21700,19100
C000670,0,31200,28050,24300
C000671,311,21250,19550,17500
C000672,311,21250,19550,17500
C000673,0,29000,26200,22900
C000674,312,23950,21700,19100
C000675,312,23950,21700,19100
C000676,0,31200,28050,24300
C000677,313,21650,19850,17700
C000678,313,21650,19850,17700
C000679,0,29700,26800,23350
C000680,316,19950,18450,16700
C000681,0,19950,18450,16700
C000682,0,26300,23900,21150
C000683,314,19550,18150,16450
C000684,314,19550,18150,16450
C000685,0,24750,22650,20150
C000686,315,23900,22000,19750
C000687,315,23900,22000,19750
C000688,0,33250,30000,26200
C000689,152,8800,6950,5650
C000690,0,8800,6950,5650
C000691,0,9800,6950,6650
C000692,153,8800,6950,5650
C000693,0,8800,6950,5650
C000694,0,9800,6950,6650
C000695,154,8800,6950,5650
C000696,0,8800,6950,5650
C000697,0,9800,6950,6650
C000698,155,8800,6950,5650
C000699,0,8800,6950,5650
C000700,0,9800,6950,6650
C000701,156,8800,6950,5650
C000702,0,8800,6950,5650
C000703,0,9800,6950,6650
C000704,157,8800,6950,5650
C000705,0,8800,6950,5650
C000706,0,9800,6950,6650
C000707,158,8800,6950,5650
C000708,0,8800,6950,5650
C000709,0,9800,6950,6650
C000710,159,8800,6950,5650
C000711,0,8800,6950,5650
C000712,0,9800,6950,6650
C000713,160,8800,6950,5650
C000714,0,8800,6950,5650
C000715,0,9800,6950,6650
C000716,161,8800,6950,5650
C000717,0,8800,6950,5650
C000718,0,9800,6950,6650
C000719,162,8800,6950,5650
C000720,0,8800,6950,5650
C000721,0,9800,6950,6650
C000722,163,8800,6950,5650
C000723,0,8800,6950,5650
C000724,0,9800,6950,6650
C000725,164,8800,6950,5650
C000726,0,8800,6950,5650
C000727,0,9800,6950,6650
C000728,165,8800,6950,5650
C000729,0,8800,6950,5650
C000730,0,9800,6950,6650
C000731,166,8800,6950,5650
C000732,0,8800,6950,5650
C000733,0,9800,6950,6650
C000734,167,8800,6950,5650
C000735,0,8800,6950,5650
C000736,0,9800,6950,6650
C000737,170,8800,6950,5650
C000738,0,8800,6950,5650
C000739,0,9800,6950,6650
C000740,168,8800,6950,5650
C000741,0,8800,6950,5650
C000742,0,9800,6950,6650
C000743,169,8800,6950,5650
C000744,0,8800,6950,5650
C000745,0,9800,6950,6650
C000746,171,8800,6950,5650
C000747,0,8800,6950,5650
C000748,0,9800,6950,6650
C000749,172,8800,6950,5650
C000750,0,8800,6950,5650
C000751,0,9800,6950,6650
C000752,173,8800,6950,5650
C000753,0,8800,6950,5650
C000754,0,9800,6950,6650
C000755,174,8800,6950,5650
C000756,0,8800,6950,5650
C000757,0,9800,6950,6650
C000758,175,8800,6950,5650
C000759,0,8800,6950,5650
C000760,0,9800,6950,6650
C000761,176,8800,6950,5650
C000762,0,8800,6950,5650
C000763,0,9800,6950,6650
C000764,177,8800,6950,5650
C000765,0,8800,6950,5650
C000766,0,9800,6950,6650
C000767,178,8800,6950,5650
C000768,0,8800,6950,5650
C000769,0,9800,6950,6650
C000770,179,8800,6950,5650
C000771,179,8800,6950,5650
C000772,0,9800,6950,6650
C000773,182,75950,72000,67350
C000774,0,75950,72000,67350
C000775,0,99750,92500,83950
C000776,183,63550,56200,47550
C000777,183,63550,56200,47550
C000778,0,101700,89100,74300
C000779,184,21150,19100,16700
C000780,0,21150,19100,16700
C000781,0,30700,27300,23350
C000782,185,25300,23100,20550
C000783,0,25300,23100,20550
C000784,0,35400,31800,27600
C000785,0,27450,25500,23250
C000786,0,27450,25500,23250
C000787,0,36400,33250,29500
C000788,186,44550,38550,31550
C000789,0,44550,38550,31550
C000790,0,76250,65900,53800
C000791,187,18000,16250,14150
C000792,0,18000,16250,14150
C000793,0,27050,24000,20400
C000794,0,42550,39600,36100
C000795,0,42550,39600,36100
C000796,0,55300,50650,45250
C000797,188,124500,122200,119450
C000798,0,124500,122200,119450
C000799,0,134050,130500,126350
C000800,189,123700,121550,119000
C000801,0,127600,124750,121300
C000802,0,132650,129300,125400
C000803,190,23200,20900,18150
C000804,0,23200,20900,18150
C000805,0,32750,29200,25050
C000806,191,40600,38000,34900
C000807,0,40600,38000,34900
C000808,0,51750,47700,42950
C000809,192,45800,40900,35150
C000810,0,45800,40900,35150
C000811,0,71800,63350,53400
C000812,193,48200,44400,39950
C000813,0,48200,44400,39950
C000814,0,68350,61800,54050
C000815,194,67100,63200,58550
C000816,0,67100,63200,58550
C000817,0,87850,81050,73100
C000818,195,39200,36550,33500
C000819,195,39200,36550,33500
C000820,0,50350,46300,41550
C000821,196,41250,38750,35850
C000822,196,41250,38750,35850
C000823,0,51750,47950,43450
C000824,197,64250,59050,52950
C000825,0,64250,59050,52950
C000826,0,91650,82700,72150
C000827,198,54500,49450,43550
C000828,0,54500,49450,43550
C000829,0,81250,72550,62300
C000830,199,10850,10000,9050
C000831,199,10850,10000,9050
C000832,0,15000,13600,11950
C000833,0,10800,10050,9150
C000834,0,10800,10050,9150
C000835,0,14550,13250,11750
C000836,201,12100,10650,8950
C000837,201,12100,10650,8950
C000838,0,19650,17100,14150
C000839,202,15800,13950,11800
C000840,202,15800,13950,11800
C000841,0,25150,22000,18300
C000842,203,38450,34450,29800
C000843,0,38450,34450,29800
C000844,0,59500,52650,44600
C000845,204,21200,18950,16300
C000846,0,21200,18950,16300
C000847,0,31100,27550,23400
C000848,206,25350,23050,20350
C000849,0,25350,23050,20350
C000850,0,35150,31600,27450
C000851,207,18350,16850,15150
C000852,207,18350,16850,15150
C000853,0,25900,23350,20350
C000854,0,89650,86200,82100
C000855,0,89650,86200,82100
C000856,0,107350,101500,94550
C000857,205,32550,30250,27550
C000858,205,32550,30250,27550
C000859,0,42350,38800,34600
C000860,0,117450,116450,115250
C000861,0,117450,116450,115250
C000862,0,122100,120450,118500
C000863,0,34100,30750,26800
C000864,0,34100,30750,26800
C000865,0,48700,43450,37250
C000866,208,43500,40550,37050
C000867,208,43500,40550,37050
C000868,0,56300,51650,46250
C000869,209,28550,25600,22150
C000870,209,28550,25600,22150
C000871,0,41300,36700,31300
C000872,210,39050,36700,34000
C000873,210,39050,36700,34000
C000874,0,48900,45300,41100
C000875,211,18750,17200,15350
C000876,211,18750,17200,15350
C000877,0,26650,24000,20850
C000878,263,9600,8850,7950
C000879,0,9600,8850,7950
C000880,0,13350,12050,10550
C000881,264,22700,20400,17650
C000882,264,22700,20400,17650
C000883,0,32250,28700,24550
C000884,265,21900,19750,17200
C000885,265,21900,19750,17200
C000886,0,30850,27500,23600
C000887,266,10400,8950,7250
C000888,266,10400,8950,7250
C000889,0,17950,15400,12450
C000890,267,52900,49450,45350
C000891,267,52900,49450,45350
C000892,0,70600,64750,57800
C000893,268,22600,20300,17600
C000894,268,22600,20300,17600
C000895,0,32400,28850,24650
C000896,269,26100,23500,20500
C000897,269,26100,23500,20500
C000898,0,37250,33250,28550
C000899,255,7850,6400,4700
C000900,255,7800,6350,4650
C000901,0,8800,7350,5650
C000902,270,22550,20350,17750
C000903,0,22550,20350,17750
C000904,0,32100,28700,24650
C000905,271,23250,19950,16150
C000906,271,23250,19950,16150
C000907,0,37550,32450,26400
C000908,272,22500,19600,16150
C000909,0,22500,19600,16150
C000910,0,35250,30700,25350
C000911,273,26400,23150,19300
C000912,273,26400,23150,19300
C000913,0,44000,38300,31600
C000914,212,16400,14450,12200
C000915,0,16400,14450,12200
C000916,0,26350,23000,19050
C000917,213,21400,19700,17700
C000918,0,21400,19700,17700
C000919,0,30100,27150,23700
C000920,214,28850,26650,24050
C000921,0,28850,26650,24050
C000922,0,38400,34950,30950
C000923,215,28800,26200,23200
C000924,0,28800,26200,23200
C000925,0,39900,35900,31200
C000926,216,32150,29250,25800
C000927,0,32150,29250,25800
C000928,0,44850,40300,34900
C000929,217,33000,30750,28150
C000930,0,33000,30750,28150
C000931,0,42550,39050,35000
C000932,218,64800,61850,58350
C000933,0,64800,61850,58350
C000934,0,77550,72950,67500
C000935,219,39350,36000,32100
C000936,0,39350,36000,32100
C000937,0,53650,48450,42400
C000938,220,42650,40400,37750
C000939,0,42650,40400,37750
C000940,0,52200,48700,44650
C000941,221,48150,45550,42450
C000942,0,48150,45550,42450
C000943,0,59300,55250,50500
C000944,222,38850,35850,32400
C000945,0,38850,35850,32400
C000946,0,51550,46950,41550
C000947,223,52000,48700,44800
C000948,0,52000,48700,44800
C000949,0,66300,61150,55050
C000950,224,40800,37500,33550
C000951,0,40800,37500,33550
C000952,0,55150,50000,43900
C000953,225,41400,38450,35000
C000954,0,41400,38450,35000
C000955,0,54150,49550,44150
C000956,274,34850,31550,27650
C000957,0,34850,31550,27650
C000958,0,49150,44000,37950
C000959,275,32000,26800,20650
C000960,0,32000,26800,20650
C000961,0,60150,51050,40350
C000962,276,57300,53750,49550
C000963,276,57300,53750,49550
C000964,0,72550,67050,60550
C000965,226,44600,41250,37350
C000966,0,44600,41250,37350
C000967,0,58950,53750,47650
C000968,227,47900,44900,41400
C000969,0,47900,44900,41400
C000970,0,60650,56050,50600
C000971,228,75400,72000,68000
C000972,0,75400,72000,68000
C000973,0,89750,84550,78350
C000974,229,74450,71050,67100
C000975,0,74450,71050,67100
C000976,0,92150,86300,79500
C000977,230,41650,38950,35800
C000978,0,41650,38950,35800
C000979,0,51550,47650,43050
C000980,231,28950,26100,22750
C000981,0,28950,26100,22750
C000982,0,40450,36150,31100
C000983,232,54750,51300,47250
C000984,0,54750,51300,47250
C000985,0,69100,63800,57600
C000986,233,47400,44150,40350
C000987,0,47400,44150,40350
C000988,0,60800,55850,50000
C000989,234,27300,23850,19800
C000990,0,27300,23850,19800
C000991,0,45150,39250,32350
C000992,235,31150,28200,24750
C000993,0,31150,28200,24750
C000994,0,43850,39250,33850
C000995,236,26500,23500,19950
C000996,236,26500,23500,19950
C000997,0,39400,34700,29200
C000998,237,53300,49850,45850
C000999,0,53300,49850,45850
C001000,0,70800,64950,58100
C001001,238,29000,25250,20850
C001002,0,29000,25250,20850
C001003,0,47950,41650,34200
C001004,239,23500,20450,16800
C001005,0,23500,20450,16800
C001006,0,36550,31750,26150
C001007,240,42850,39500,35550
C001008,0,42850,39500,35550
C001009,0,56500,51400,45450
C001010,241,30250,26850,22850
C001011,0,30250,26850,22850
C001012,0,45300,39950,33650
C001013,242,37200,33400,28950
C001014,0,37200,33400,28950
C001015,0,56400,50000,42450
C001016,243,18400,16550,14400
C001017,0,18400,16550,14400
C001018,0,27850,24650,20950
C001019,244,38150,34300,29750
C001020,0,38150,34300,29750
C001021,0,57700,51200,43500
C001022,245,23200,20900,18150
C001023,245,23200,20900,18150
C001024,0,32750,29200,25050
C001025,246,40600,38000,34900
C001026,0,40600,38000,34900
C001027,0,51750,47700,42950
C001028,247,45800,40900,35150
C001029,0,45800,40900,35150
C001030,0,71800,63350,53400
C001031,248,48200,44400,39950
C001032,0,48200,44400,39950
C001033,0,68350,61800,54050
C001034,249,39200,36550,33500
C001035,0,39200,36550,33500
C001036,0,50350,46300,41550
C001037,250,41250,38750,35850
C001038,0,41250,38750,35850
C001039,0,51750,47950,43450
C001040,251,64250,59050,52950
C001041,0,64250,59050,52950
C001042,0,91650,82700,72150
C001043,252,54500,49450,43550
C001044,0,54500,49450,43550
C001045,0,81250,72550,62300
C001046,0,12950,11500,9800
C001047,253,12950,11500,9800
C001048,0,20500,17950,15000
C001049,254,15800,13950,11800
C001050,0,15800,13950,11800
C001051,0,25150,22000,18300
C001052,0,78250,72900,66600
C001053,0,78250,72900,66600
C001054,0,106800,97500,86600
C001055,0,55000,51650,47650
C001056,0,55000,51650,47650
C001057,0,69350,64150,58000
