sku,18k,14k,9k
C000224,53150,47600,41000
C000225,53150,47600,41000
C000226,82200,72550,61150
C000227,69550,63900,57300
C000228,69550,63900,57300
C000229,98600,88900,77450
C000230,98650,88400,76350
C000231,98650,88400,76350
C000232,151800,134100,113300
C000233,47500,41950,35400
C000234,47500,41950,35400
C000235,76550,66900,55500
C000236,49300,45750,41450
C000237,49300,45750,41450
C000238,65800,59900,53050
C000239,45550,40950,35450
C000240,45250,40700,35300
C000241,69700,61700,52250
C000242,37300,34550,31350
C000243,37300,34550,31350
C000244,49950,45450,40250
C000245,29150,27300,25100
C000246,29150,27300,25100
C000247,38500,35300,31550
C000248,71150,66750,61650
C000249,71150,66750,61650
C000250,93500,86000,77150
C000251,119000,114700,109650
C000252,119000,114700,109650
C000253,140900,133600,124950
C000254,146400,141750,136300
C000255,146400,141750,136300
C000256,170150,162150,152750
C000257,139650,135000,129550
C000258,139650,135000,129550
C000259,163350,155400,146000
C000260,72050,63200,52750
C000261,72050,63200,52750
C000262,118200,102800,84750
C000263,39300,35050,29950
C000264,39300,35050,29950
C000265,61650,54200,45450
C000266,33450,30300,26650
C000267,33450,30300,26650
C000268,47750,42650,36750
C000269,36700,33150,29100
C000270,36700,33150,29100
C000271,52650,47050,40350
C000272,31900,28350,24300
C000273,31900,28350,24300
C000274,47850,42200,35550
C000275,46850,42550,37500
C000276,46850,42550,37500
C000277,69200,61750,53000
C000278,260550,256700,252150
C000279,260550,256700,252150
C000280,277800,271600,264350
C000281,233650,229100,223800
C000282,233650,229100,223800
C000283,256700,248900,239750
C000284,256050,252600,248550
C000285,256050,252600,248550
C000286,271450,265900,259400
C000287,190150,186850,183050
C000288,190150,186850,183050
C000289,203250,198250,192400
C000290,407900,403400,398150
C000291,407900,403400,398150
C000292,430100,422550,413600
C000293,273350,268500,262850
C000294,273350,268500,262850
C000295,297700,289500,279850
C000296,408800,404500,399400
C000297,408800,404500,399400
C000298,427600,420750,412700
C000299,255850,252400,248400
C000300,255850,252400,248400
C000301,271000,265550,259100
C000302,199500,195500,190750
C000303,199500,195500,190750
C000304,217500,211000,203450
C000305,419250,415200,410400
C000306,419250,415200,410400
C000307,437000,430500,422950
C000308,10900,9150,6950
C000309,10900,9150,6950
C000310,12100,10350,8200
C000311,10900,9150,6950
C000312,10900,9150,6950
C000313,12100,10350,8200
C000314,10900,9150,6950
C000315,10900,9150,6950
C000316,12100,10350,8200
C000317,10900,9150,6950
C000318,10900,9150,6950
C000319,12100,10350,8200
C000320,10900,9150,6950
C000321,10900,9150,6950
C000322,12100,10350,8200
C000323,10900,9150,6950
C000324,10900,9150,6950
C000325,12100,10350,8200
C000326,10900,9150,6950
C000327,10900,9150,6950
C000328,12100,10350,8200
C000329,10900,9150,6950
C000330,10900,9150,6950
C000331,12100,10350,8200
C000332,10900,9150,6950
C000333,10900,9150,6950
C000334,12100,10350,8200
C000335,10900,9150,6950
C000336,10900,9150,6950
C000337,12100,10350,8200
C000338,10900,9150,6950
C000339,10900,9150,6950
C000340,12100,10350,8200
C000341,10900,9150,6950
C000342,10900,9150,6950
C000343,12100,10350,8200
C000344,10900,9150,6950
C000345,10900,9150,6950
C000346,12100,10350,8200
C000347,10900,9150,6950
C000348,10900,9150,6950
C000349,12100,10350,8200
C000350,10900,9150,6950
C000351,10900,9150,6950
C000352,12100,10350,8200
C000353,16300,14550,12350
C000354,16300,14550,12350
C000355,17500,15750,13550
C000356,10900,9150,6950
C000357,10900,9150,6950
C000358,12100,10350,8200
C000359,10900,9150,6950
C000360,10900,9150,6950
C000361,12100,10350,8200
C000362,10900,9150,6950
C000363,10900,9150,6950
C000364,12100,10350,8200
C000365,10900,9150,6950
C000366,10900,9150,6950
C000367,12100,10350,8200
C000368,10900,9150,6950
C000369,10900,9150,6950
C000370,12100,10350,8200
C000371,10900,9150,6950
C000372,10900,9150,6950
C000373,12100,10350,8200
C000374,10900,9150,6950
C000375,10900,9150,6950
C000376,12100,10350,8200
C000377,10900,9150,6950
C000378,10900,9150,6950
C000379,12100,10350,8200
C000380,10900,9150,6950
C000381,10900,9150,6950
C000382,12100,10350,8200
C000383,10900,9150,6950
C000384,10900,9150,6950
C000385,12100,10350,8200
C000386,10900,9150,6950
C000387,10900,9150,6950
C000388,12100,10350,8200
C000389,34950,30900,26050
C000390,34950,30900,26050
C000391,53850,47200,39400
C000392,258850,254400,249100
C000393,258850,254400,249100
C000394,281550,273900,264900
C000395,124750,116150,106000
C000396,124750,116150,106000
C000397,168900,154050,136700
C000398,41600,37950,33500
C000399,41600,37950,33500
C000400,58750,52650,45600
C000401,376850,372150,366600
C000402,376850,372150,366600
C000403,400750,392700,383250
C000404,387200,382350,376600
C000405,387200,382350,376600
C000406,411900,403550,393800
C000407,167600,164400,160550
C000408,167600,164400,160550
C000409,182050,176800,170700
C000410,174600,171950,168800
C000411,174600,171950,168800
C000412,183200,179350,174950
C000413,148850,146000,142650
C000414,148850,146000,142650
C000415,157550,153550,148900
C000416,388900,384600,379450
C000417,388900,384600,379450
C000418,419850,410950,400500
C000419,146950,144750,142250
C000420,146950,144750,142250
C000421,156450,153000,148800
C000422,102250,100000,97350
C000423,102250,100000,97350
C000424,112250,108550,104250
C000425,150150,148250,146100
C000426,150150,148250,146100
C000427,158050,155100,151600
C000428,282350,280850,279000
C000429,282350,280850,279000
C000430,288700,286250,283400
C000431,111250,108800,106050
C000432,111250,108800,106050
C000433,122750,118750,113950
C000434,21500,18000,13800
C000435,21500,18000,13800
C000436,33850,28750,22750
C000437,43400,39600,35200
C000438,43400,39600,35200
C000439,57900,52200,45550
C000440,140450,132700,123550
C000441,140450,132700,123550
C000442,180700,167250,151500
C000443,32450,30250,27650
C000444,32450,30250,27650
C000445,43650,39800,35350
C000446,76350,73350,69750
C000447,76350,73350,69750
C000448,89700,84850,79150
C000449,109500,107150,104300
C000450,109500,107150,104300
C000451,120600,116650,112000
C000452,26100,24700,23050
C000453,26100,24700,23050
C000454,35200,32450,29200
C000455,62450,59250,55400
C000456,62450,59250,55400
C000457,76850,71650,65550
C000458,46400,43550,40150
C000459,46400,43550,40150
C000460,55050,51050,46400
C000461,47250,45350,43150
C000462,47250,45350,43150
C000463,56200,53050,49350
C000464,41450,39550,37200
C000465,41450,39550,37200
C000466,51250,47900,44000
C000467,28000,26400,24650
C000468,28000,26400,24650
C000469,35700,33050,29950
C000470,62400,60900,59050
C000471,62400,60900,59050
C000472,68750,66300,63450
C000473,80450,78050,75250
C000474,80450,78050,75250
C000475,91950,87950,83200
C000476,22250,20450,18250
C000477,22250,20450,18250
C000478,31600,28450,24700
C000479,30100,27400,24250
C000480,30100,27400,24250
C000481,42350,38000,32900
C000482,19650,17700,15400
C000483,19650,17700,15400
C000484,29350,26100,22150
C000485,30700,28150,25100
C000486,30700,28150,25100
C000487,43650,39300,34150
C000488,41450,38500,35150
C000489,41450,38500,35150
C000490,54500,49850,44300
C000491,22850,21050,18850
C000492,22850,21050,18850
C000493,32200,29050,25300
C000494,22200,19850,17000
C000495,22200,19850,17000
C000496,34550,30400,25500
C000497,23400,20600,17400
C000498,23400,20600,17400
C000499,36000,31550,26300
C000500,30800,26500,21450
C000501,30800,26500,21450
C000502,50800,43800,35500
C000503,16900,15100,12900
C000504,16900,15100,12900
C000505,26250,23100,19350
C000506,18700,16200,13250
C000507,18700,16200,13250
C000508,31550,27200,22050
C000509,16000,14200,12000
C000510,16000,14200,12000
C000511,25300,22150,18400
C000512,36550,33000,28750
C000513,36550,33000,28750
C000514,53000,47200,40350
C000515,19650,17400,14650
C000516,19650,17400,14650
C000517,31300,27350,22700
C000518,29600,27700,25550
C000519,29600,27700,25550
C000520,38950,35750,32000
C000521,24150,22700,21000
C000522,24150,22700,21000
C000523,31400,28900,26000
C000524,40050,37250,34000
C000525,40050,37250,34000
C000526,52650,48150,42850
C000527,21800,20450,18950
C000528,21800,20450,18950
C000529,28350,26100,23450
C000530,13350,12450,11350
C000531,13350,12450,11350
C000532,18000,16450,14550
C000533,54150,50450,46100
C000534,54150,50450,46100
C000535,71050,65050,57950
C000536,72100,68850,65050
C000537,72100,68850,65050
C000538,86850,81550,75400
C000539,64650,61800,58500
C000540,64650,61800,58500
C000541,77250,72700,67450
C000542,66000,63250,59950
C000543,66000,63250,59950
C000544,78700,74150,68850
C000545,70000,66300,61950
C000546,70000,66300,61950
C000547,86850,80850,73850
C000548,52350,49150,45400
C000549,52350,49150,45400
C000550,67100,61900,55800
C000551,93150,89100,84300
C000552,93150,89100,84300
C000553,111700,105100,97350
C000554,123000,118600,113400
C000555,123000,118600,113400
C000556,145450,137850,129000
C000557,123900,119650,114600
C000558,123900,119650,114600
C000559,142850,136050,128050
C000560,92150,88400,84050
C000561,92150,88400,84050
C000562,109000,102950,95850
C000563,74400,70250,65350
C000564,74400,70250,65350
C000565,93400,86600,78750
C000566,75850,71700,66800
C000567,75850,71700,66800
C000568,94800,88100,80150
C000569,73400,69700,65350
C000570,73400,69700,65350
C000571,90250,84250,77250
C000572,71900,67700,62900
C000573,71900,67700,62900
C000574,90850,84100,76200
C000575,64200,60500,56150
C000576,64200,60500,56150
C000577,81050,75050,68000
C000578,34450,32200,29600
C000579,34450,32200,29600
C000580,46500,42550,37900
C000581,64800,61150,56800
C000582,64800,61150,56800
C000583,81600,75700,68650
C000584,41700,38950,35700
C000585,41700,38950,35700
C000586,54300,49850,44550
C000587,76550,72450,67550
C000588,76550,72450,67550
C000589,95550,88850,80900
C000590,72350,68650,64350
C000591,72350,68650,64350
C000592,89200,83200,76200
C000593,46250,43950,41250
C000594,46250,43950,41250
C000595,57900,53900,49200
C000596,48550,46250,43500
C000597,48550,46250,43500
C000598,60250,56250,51550
C000599,204550,202000,199050
C000600,204550,202000,199050
C000601,216350,212150,207250
C000602,136650,133950,130800
C000603,136650,133950,130800
C000604,149200,144700,139450
C000605,22600,20300,17650
C000606,22600,20300,17650
C000607,34250,30350,25650
C000608,37250,33000,28000
C000609,37250,33000,28000
C000610,57100,50150,42000
C000611,39850,36200,31900
C000612,39850,36200,31900
C000613,56700,50700,43750
C000614,67000,62600,57550
C000615,67000,62600,57550
C000616,85950,79100,71000
C000617,46800,41750,35800
C000618,46800,41750,35800
C000619,71600,63100,53100
C000620,36000,32450,28250
C000621,36000,32450,28250
C000622,51250,45650,39050
C000623,15900,14650,13200
C000624,15900,14650,13200
C000625,21950,19850,17400
C000626,19900,18400,16600
C000627,19900,18400,16600
C000628,27800,25100,22050
C000629,32650,28900,24400
C000630,32650,28900,24400
C000631,49700,43650,36450
C000632,29050,25200,20650
C000633,29050,25200,20650
C000634,46300,40050,32750
C000635,36750,31850,26150
C000636,36750,31850,26150
C000637,60800,52550,42850
C000638,32250,30150,27650
C000639,32250,30150,27650
C000640,42950,39300,35000
C000641,46650,41750,35950
C000642,46650,41750,35950
C000643,71100,62700,52900
C000644,51350,47900,43850
C000645,51350,47900,43850
C000646,64550,59350,53250
C000647,52550,48350,43450
C000648,52550,48350,43450
C000649,70550,63950,56200
C000650,45100,40450,35000
C000651,45100,40450,35000
C000652,68750,60850,51450
C000653,34500,30000,24750
C000654,34500,30000,24750
C000655,57200,49550,40500
C000656,56200,51550,46100
C000657,56200,51550,46100
C000658,79950,71950,62550
C000659,58050,53950,49200
C000660,58050,53950,49200
C000661,75800,69300,61750
C000662,31800,28600,24750
C000663,31800,28600,24750
C000664,46200,41000,34900
C000665,66000,61500,56250
C000666,66000,61500,56250
C000667,88200,80650,71750
C000668,29350,26600,23300
C000669,29350,26600,23300
C000670,38400,34400,29700
C000671,26100,23950,21400
C000672,26100,23950,21400
C000673,35600,32150,27950
C000674,29350,26600,23300
C000675,29350,26600,23300
C000676,38400,34400,29700
C000677,26550,24300,21600
C000678,26550,24300,21600
C000679,36500,32800,28500
C000680,24400,22500,20300
C000681,24400,22500,20300
C000682,32300,29350,25850
C000683,23900,22150,20100
C000684,23900,22150,20100
C000685,30350,27700,24600
C000686,29350,26900,24150
C000687,29350,26900,24150
C000688,40850,36850,32050
C000689,10900,9150,6950
C000690,10900,9150,6950
C000691,12100,10350,8200
C000692,10900,9150,6950
C000693,10900,9150,6950
C000694,12100,10350,8200
C000695,10900,9150,6950
C000696,10900,9150,6950
C000697,12100,10350,8200
C000698,10900,9150,6950
C000699,10900,9150,6950
C000700,12100,10350,8200
C000701,10900,9150,6950
C000702,10900,9150,6950
C000703,12100,10350,8200
C000704,10900,9150,6950
C000705,10900,9150,6950
C000706,12100,10350,8200
C000707,10900,9150,6950
C000708,10900,9150,6950
C000709,12100,10350,8200
C000710,10900,9150,6950
C000711,10900,9150,6950
C000712,12100,10350,8200
C000713,10900,9150,6950
C000714,10900,9150,6950
C000715,12100,10350,8200
C000716,10900,9150,6950
C000717,10900,9150,6950
C000718,12100,10350,8200
C000719,10900,9150,6950
C000720,10900,9150,6950
C000721,12100,10350,8200
C000722,10900,9150,6950
C000723,10900,9150,6950
C000724,12100,10350,8200
C000725,10900,9150,6950
C000726,10900,9150,6950
C000727,12100,10350,8200
C000728,10900,9150,6950
C000729,10900,9150,6950
C000730,12100,10350,8200
C000731,10900,9150,6950
C000732,10900,9150,6950
C000733,12100,10350,8200
C000734,10900,9150,6950
C000735,10900,9150,6950
C000736,12100,10350,8200
C000737,10900,9150,6950
C000738,10900,9150,6950
C000739,12100,10350,8200
C000740,10900,9150,6950
C000741,10900,9150,6950
C000742,12100,10350,8200
C000743,10900,9150,6950
C000744,10900,9150,6950
C000745,12100,10350,8200
C000746,10900,9150,6950
C000747,10900,9150,6950
C000748,12100,10350,8200
C000749,10900,9150,6950
C000750,10900,9150,6950
C000751,12100,10350,8200
C000752,10900,9150,6950
C000753,10900,9150,6950
C000754,12100,10350,8200
C000755,10900,9150,6950
C000756,10900,9150,6950
C000757,12100,10350,8200
C000758,10900,9150,6950
C000759,10900,9150,6950
C000760,12100,10350,8200
C000761,10900,9150,6950
C000762,10900,9150,6950
C000763,12100,10350,8200
C000764,10900,9150,6950
C000765,10900,9150,6950
C000766,12100,10350,8200
C000767,10900,9150,6950
C000768,10900,9150,6950
C000769,12100,10350,8200
C000770,10900,9150,6950
C000771,10900,9150,6950
C000772,12100,10350,8200
C000773,97950,92900,86800
C000774,97950,92900,86800
C000775,128200,118750,107600
C000776,186800,177250,165950
C000777,186800,177250,165950
C000778,235300,218950,199700
C000779,26000,23450,20450
C000780,26000,23450,20450
C000781,37800,33550,28650
C000782,31000,28300,25150
C000783,31000,28300,25150
C000784,43550,39050,33800
C000785,33550,31150,28300
C000786,33550,31150,28300
C000787,44650,40700,36050
C000788,56500,48750,39600
C000789,56500,48750,39600
C000790,96750,83300,67550
C000791,22150,19950,17350
C000792,22150,19950,17350
C000793,33350,29500,25050
C000794,54150,50450,46050
C000795,54150,50450,46050
C000796,71000,65050,57950
C000797,217600,214700,211300
C000798,217600,214700,211300
C000799,230250,225650,220200
C000800,216600,213900,210700
C000801,221450,217850,213600
C000802,228450,224150,219050
C000803,30000,27100,23700
C000804,30000,27100,23700
C000805,42650,38050,32600
C000806,51750,48450,44600
C000807,51750,48450,44600
C000808,66450,61200,55000
C000809,59050,52700,45200
C000810,59050,52700,45200
C000811,92100,81100,68150
C000812,62300,57300,51500
C000813,62300,57300,51500
C000814,87800,79300,69200
C000815,86750,81600,75550
C000816,86750,81600,75550
C000817,113000,104150,93800
C000818,47900,44650,40850
C000819,47900,44650,40850
C000820,62700,57400,51250
C000821,50400,47300,43700
C000822,50400,47300,43700
C000823,64350,59400,53500
C000824,82850,76050,68100
C000825,82850,76050,68100
C000826,117750,106050,92350
C000827,70450,63900,56200
C000828,70450,63900,56200
C000829,104400,93100,79750
C000830,13300,12250,11050
C000831,13300,12250,11050
C000832,18400,16650,14600
C000833,14050,13150,12050
C000834,14050,13150,12050
C000835,18750,17100,15300
C000836,14900,13100,10950
C000837,14900,13100,10950
C000838,24200,21050,17400
C000839,19450,17150,14500
C000840,19450,17150,14500
C000841,31100,27150,22500
C000842,48200,43050,37000
C000843,48200,43050,37000
C000844,75000,66100,55600
C000845,26150,23300,19950
C000846,26150,23300,19950
C000847,39150,34550,29100
C000848,31750,28950,25600
C000849,31750,28950,25600
C000850,44800,40200,34750
C000851,22500,20700,18500
C000852,22500,20700,18500
C000853,31850,28700,24900
C000854,213950,209450,204150
C000855,213950,209450,204150
C000856,236450,228800,219750
C000857,39850,36950,33600
C000858,39850,36950,33600
C000859,52850,48250,42800
C000860,208800,207550,206100
C000861,208800,207550,206100
C000862,214550,212500,210000
C000863,43250,39050,34100
C000864,43250,39050,34100
C000865,62600,55750,47700
C000866,53250,49550,45150
C000867,53250,49550,45150
C000868,70100,64100,57050
C000869,35100,31450,27150
C000870,35100,31450,27150
C000871,52000,46000,39000
C000872,47750,44850,41400
C000873,47750,44850,41400
C000874,60750,56100,50600
C000875,23000,21050,18800
C000876,23000,21050,18800
C000877,32750,29450,25500
C000878,11750,10850,9750
C000879,11750,10850,9750
C000880,16450,14800,13000
C000881,27950,25000,21650
C000882,27950,25000,21650
C000883,40600,36000,30550
C000884,26950,24250,21000
C000885,26950,24250,21000
C000886,38800,34500,29400
C000887,12850,11050,8900
C000888,12850,11050,8900
C000889,22150,19000,15300
C000890,65550,61050,55750
C000891,65550,61050,55750
C000892,88000,80400,71350
C000893,27800,24900,21550
C000894,27800,24900,21550
C000895,40800,36150,30700
C000896,32050,28850,25100
C000897,32050,28850,25100
C000898,46800,41600,35500
C000899,14250,12500,10300
C000900,14250,12500,10300
C000901,15450,13700,11500
C000902,29650,26850,23650
C000903,29650,26850,23650
C000904,42250,37800,32550
C000905,28800,24650,19900
C000906,28800,24650,19900
C000907,47650,41000,33200
C000908,28450,24800,20500
C000909,28450,24800,20500
C000910,45250,39300,32350
C000911,33400,29150,24100
C000912,33400,29150,24100
C000913,55750,48300,39600
C000914,21200,18800,15950
C000915,21200,18800,15950
C000916,33550,29350,24450
C000917,27300,25150,22700
C000918,27300,25150,22700
C000919,38000,34350,30050
C000920,37300,34550,31350
C000921,37300,34550,31350
C000922,49950,45450,40250
C000923,52450,49200,45450
C000924,52450,49200,45450
C000925,67150,61950,55850
C000926,64800,61150,56800
C000927,64800,61150,56800
C000928,81600,75700,68650
C000929,66000,63250,59950
C000930,66000,63250,59950
C000931,78700,74150,68850
C000932,79050,75350,71000
C000933,64000,60300,55950
C000934,80850,74850,67850
C000935,67550,63400,58500
C000936,67550,63400,58500
C000937,86550,79800,71850
C000938,64650,61800,58500
C000939,64650,61800,58500
C000940,77250,72700,67450
C000941,74500,71300,67500
C000942,74500,71300,67500
C000943,89250,84000,77800
C000944,70100,66400,62000
C000945,70100,66400,62000
C000946,86950,80950,73900
C000947,75850,71700,66800
C000948,75850,71700,66800
C000949,94800,88100,80150
C000950,81900,77700,72850
C000951,81900,77700,72850
C000952,100850,94100,86150
C000953,72350,68650,64350
C000954,72350,68650,64350
C000955,89200,83200,76200
C000956,42300,38200,33300
C000957,42300,38200,33300
C000958,61250,54500,46650
C000959,41850,35000,27000
C000960,41850,35000,27000
C000961,77500,65700,51750
C000962,82000,77600,72400
C000963,82000,77600,72400
C000964,102250,95050,86650
C000965,74400,70250,65350
C000966,74400,70250,65350
C000967,93400,86600,78750
C000968,92150,88400,84050
C000969,92150,88400,84050
C000970,109000,102950,95850
C000971,123900,119650,114600
C000972,123900,119650,114600
C000973,142850,136050,128050
C000974,123000,118600,113400
C000975,123000,118600,113400
C000976,145450,137850,129000
C000977,53750,50350,46400
C000978,53750,50350,46400
C000979,66850,61750,55800
C000980,36000,32450,28250
C000981,36000,32450,28250
C000982,51250,45650,39050
C000983,69300,64900,59850
C000984,69300,64900,59850
C000985,88250,81400,73300
C000986,58050,53950,49200
C000987,58050,53950,49200
C000988,75800,69300,61750
C000989,34500,30000,24750
C000990,34500,30000,24750
C000991,57200,49550,40500
C000992,39850,36200,31900
C000993,39850,36200,31900
C000994,56700,50700,43750
C000995,32650,28900,24400
C000996,32650,28900,24400
C000997,49700,43650,36450
C000998,68100,63650,58350
C000999,68100,63650,58350
C001000,90350,82750,73850
C001001,36750,31850,26150
C001002,36750,31850,26150
C001003,60800,52550,42850
C001004,29050,25200,20650
C001005,29050,25200,20650
C001006,46300,40050,32750
C001007,67000,62850,57950
C001008,67000,62850,57950
C001009,85000,78400,70650
C001010,37250,33000,28000
C001011,37250,33000,28000
C001012,57100,50150,42000
C001013,52650,47750,41900
C001014,52650,47750,41900
C001015,77100,68700,58900
C001016,22600,20300,17650
C001017,22600,20300,17650
C001018,34250,30350,25650
C001019,46800,41750,35800
C001020,46800,41750,35800
C001021,71600,63100,53100
C001022,30000,27100,23700
C001023,30000,27100,23700
C001024,42650,38050,32600
C001025,51750,48450,44600
C001026,51750,48450,44600
C001027,66450,61200,55000
C001028,59050,52700,45200
C001029,59050,52700,45200
C001030,92100,81100,68150
C001031,62300,57300,51500
C001032,62300,57300,51500
C001033,87800,79300,69200
C001034,49600,46350,42550
C001035,49600,46350,42550
C001036,64400,59100,52950
C001037,52650,49550,45950
C001038,52650,49550,45950
C001039,66600,61600,55750
C001040,82850,76050,68100
C001041,82850,76050,68100
C001042,117750,106050,92350
C001043,70450,63900,56200
C001044,70450,63900,56200
C001045,104400,93100,79750
C001046,15950,14100,12000
C001047,15950,14100,12000
C001048,25250,22100,18400
C001049,19450,17150,14500
C001050,19450,17150,14500
C001051,31100,27150,22500
C001052,101100,94150,85900
C001053,101100,94150,85900
C001054,137250,125200,111050
C001055,70100,65950,60950
C001056,70100,65950,60950
C001057,89100,82300,74300
C001058,56450,52450,47750
C001059,56450,52450,47750
C001060,74550,68100,60500
C001061,52700,48550,43600
C001062,52700,48550,43600
C001063,71650,64900,57000
C001064,53950,48750,42700
C001065,53950,48750,42700
C001066,80800,71800,61250
C001067,34200,31500,28200
C001068,34200,31500,28200
C001069,46850,42400,37100
C001070,54750,50500,45550
C001071,54750,50500,45550
C001072,74150,67250,59200
C001073,42150,37850,32800
C001074,42150,37850,32800
C001075,62900,55750,47250
C001076,16300,14550,12350
C001077,16300,14550,12350
C001078,17500,15750,13550
C001079,26050,23350,20150
C001080,26050,23350,20150
C001081,38700,34250,28950
C001082,43600,39150,34000
C001083,43600,39150,34000
C001084,63750,56600,48250
C001085,41800,38150,33800
C001086,41800,38150,33800
C001087,58700,52700,45650
C001088,41700,38100,33700
C001089,41700,38100,33700
C001090,58550,52600,45600
C001091,70100,65950,60950
C001092,70100,65950,60950
C001093,89100,82300,74300
C001094,53750,49250,43900
C001095,53750,49250,43900
C001096,77000,69250,60100
C001097,31100,28100,24500
C001098,31100,28100,24500
C001099,45000,40100,34250
C001100,31750,28700,25000
C001101,31750,28700,25000
C001102,46100,41050,35100
C001103,60050,55050,49250
C001104,60050,55050,49250
C001105,85600,77050,67000
C001106,409550,404600,398750
C001107,409550,404600,398750
C001108,434250,425900,416000
C001109,276200,272250,267650
C001110,276200,272250,267650
C001111,293500,287200,279900
C001112,29700,26750,23300
C001113,29700,26750,23300
C001114,43200,38400,32800
C001115,87950,84350,80150
C001116,87950,84350,80150
C001117,104150,98350,91600
C001118,62000,57600,52450
C001119,62000,57600,52450
C001120,81800,74750,66450
C001121,88850,83150,76450
C001122,88850,83150,76450
C001123,117950,108200,96700
C001124,117950,112600,106300
C001125,117950,112600,106300
C001126,144850,135800,125050
C001127,70850,68300,65350
C001128,70850,68300,65350
C001129,80900,76950,72400
C001130,45350,40600,35050
C001131,45350,40600,35050
C001132,69950,61750,52150
C001133,58250,54700,50450
C001134,58250,54700,50450
C001135,74500,68700,61900
C001136,126650,124250,121400
C001137,126650,124250,121400
C001138,137750,133800,129150
C001139,55450,51500,46900
C001140,55450,51500,46900
C001141,72800,66500,59150
C001142,69950,65000,59200
C001143,69950,65000,59200
C001144,94650,86300,76400
C001145,61150,56650,51300
C001146,61150,56650,51300
C001147,84400,76650,67450
C001148,47350,43900,39850
C001149,47350,43900,39850
C001150,62900,57400,50850
C001151,88650,83800,78050
C001152,88650,83800,78050
C001153,113250,104950,95200
C001154,258900,255050,250650
C001155,258900,255050,250650
C001156,275800,269650,262500
C001157,37250,33550,29250
C001158,37250,33550,29250
C001159,54050,48100,41100
C001160,42450,38700,34250
C001161,42450,38700,34250
C001162,59750,53600,46400
C001163,36400,32600,28150
C001164,36400,32600,28150
C001165,53300,47200,40050
C001166,54050,49600,44400
C001167,54050,49600,44400
C001168,76800,69200,60200
C001169,38700,35850,32450
C001170,38700,35850,32450
C001171,51750,47100,41650
C001172,26000,21250,15600
C001173,26000,21250,15600
C001174,49500,41450,31950
C001175,31050,25350,18550
C001176,31050,25350,18550
C001177,58250,48800,37600
C001178,24150,19650,14450
C001179,24150,19650,14450
C001180,45800,38350,29550
C001181,14400,11750,8600
C001182,14400,11750,8600
C001183,26300,21950,16850
C001184,12400,10900,9100
C001185,12400,10900,9100
C001186,20300,17650,14500
C001187,26300,22950,18950
C001188,23400,20600,17300
C001189,36050,31550,26150
C001190,116100,113300,110000
C001191,116100,113300,110000
C001192,128750,124250,118950
C001193,236050,235300,234350
C001194,236050,235300,234350
C001195,239450,238150,236700
C001196,11850,10500,8950
C001197,11850,10500,8950
C001198,18600,16300,13600
C001199,52550,48650,44050
