C000125,1,17110,15710,14110,,,, 
C000126,1,17110,15710,14110,,,,
C000127,0,24160,21760,18960,,,,
C000128,75,30560,28610,26360,,,,
C000129,75,30560,28610,26360,,,,
C000130,0,40710,37410,33510,,,,
C000131,0,46310,44060,41410,,,,
C000132,0,46310,44060,41410,,,,
C000133,0,59060,55060,50360,,,,
C000134,2,20610,19210,17560,,,,
C000135,2,20610,19210,17560,,,,
C000136,0,27810,25360,22510,,,,
C000137,3,25460,23760,21760,,,,
C000138,3,25460,23760,21760,,,,
C000139,0,34160,31210,27760,,,,
C000140,0,89310,86260,82710,,,,
C000141,0,89310,86260,82710,,,,
C000142,0,102260,97560,92060,,,,
C000143,6,27360,25410,23160,,,,
C000144,0,27360,25410,23160,,,,
C000145,0,37010,33710,29860,,,,
C000146,5,52160,48860,44910,,,,
C000147,5,52160,48860,44910,,,,
C000148,0,67210,61910,55660,,,,
C000149,8,20210,18110,15610,,,,
C000150,8,20210,18110,15610,,,,
C000151,0,29460,26110,22210,,,,
C000152,10,50360,47660,43710,,,,
C000153,10,49360,46660,43510,,,,
C000154,0,60860,56660,51760,,,,
C000155,0,114610,112110,109210,,,,
C000156,0,114610,112110,109210,,,,
C000157,0,125160,121310,116810,,,,
C000158,11,33460,30960,28060,,,,
C000159,0,33460,30960,28060,,,,
C000160,0,44210,40360,35810,,,,
C000161,12,27210,24810,21960,,,,
C000162,0,27210,24810,21960,,,,
C000163,0,37560,33810,29410,,,,
C000164,13,32610,30110,27110,,,,
C000165,13,32610,30110,27110,,,,
C000166,0,43460,39510,34910,,,,
C000167,16,52910,49560,45610,,,,
C000168,0,52910,49560,45610,,,,
C000169,0,67210,62010,55910,,,,
C000170,17,28110,25760,23010,,,,
C000171,17,28110,25760,23010,,,,
C000172,0,38310,34660,30360,,,,
C000173,14,31810,29160,26060,,,,
C000174,14,31810,29160,26060,,,,
C000175,0,43210,39110,34260,,,,
C000176,15,53060,49610,45610,,,,
C000177,0,53060,49610,45610,,,,
C000178,0,71010,65160,58210,,,,
C000179,18,38460,35710,32460,,,,
C000180,18,38460,35710,32460,,,,
C000181,0,50210,45960,40910,,,,
C000182,19,33010,30860,28310,,,,
C000183,19,33010,30860,28310,,,,
C000184,0,42260,38910,34960,,,,
C000185,20,32610,29810,26510,,,,
C000186,20,32610,29810,26510,,,,
C000187,0,44660,40310,35160,,,,
C000188,21,24110,22060,19660,,,,
C000189,21,24110,22060,19660,,,,
C000190,0,34660,31110,26960,,,,
C000191,22,28010,25860,23360,,,,
C000192,22,28010,25860,23360,,,,
C000193,0,37210,33910,29960,,,,
C000194,23,34960,31010,26360,,,,
C000195,23,34960,31010,26360,,,,
C000196,0,56110,49260,41210,,,,
C000197,24,33660,31460,28860,,,,
C000198,24,33660,31460,28860,,,,
C000199,0,43510,40060,35960,,,,
C000200,25,41960,37660,32660,,,,
C000201,0,41960,37660,32660,,,,
C000202,0,64810,57360,48610,,,,
C000203,26,113760,107060,99160,,,,
C000204,0,113760,107060,99160,,,,
C000205,0,149060,137510,123910,,,,
C000206,27,33660,31160,28210,,,,
C000207,27,33660,31160,28210,,,,
C000208,0,44510,40610,36010,,,,
C000209,28,31960,29760,27110,,,,
C000210,28,31960,29760,27110,,,,
C000211,0,41510,38060,34010,,,,
C000212,29,23710,21260,18310,,,,
C000213,29,23710,21260,18310,,,,
C000214,0,34560,30710,26110,,,,
C000215,30,29460,27260,24660,,,,
C000216,0,29460,27260,24660,,,,
C000217,0,39010,35560,31510,,,,
C000218,31,50760,47210,43010,,,,
C000219,31,50760,47210,43010,,,,
C000220,0,66060,60510,54010,,,,
C000221,136,18260,16810,15060,,,,
C000222,136,18260,16810,15060,,,,
C000223,0,25810,23260,20260,,,,
C000224,32,44360,40060,35010,,,,
C000225,0,44360,40060,35010,,,,
C000226,0,67260,59810,51060,,,,
C000227,33,59060,54760,49660,,,,
C000228,33,59060,54760,49660,,,,
C000229,0,82010,74560,65760,,,,
C000230,34,79710,71860,62610,,,,
C000231,0,79710,71860,62610,,,,
C000232,0,121610,108010,92010,,,,
C000233,35,40960,36660,31660,,,,
C000234,35,40960,36660,31660,,,,
C000235,0,63760,56360,47610,,,,
C000236,36,43510,40610,37210,,,,
C000237,36,43510,40610,37210,,,,
C000238,0,55960,51460,46160,,,,
C000239,74,38560,34960,30760,,,,
C000240,0,38310,34760,30610,,,,
C000241,0,57510,51360,44060,,,,
C000242,0,28660,26460,23860,,,,
C000243,0,28660,26460,23860,,,,
C000244,0,38210,34760,30760,,,,
C000245,37,27060,25610,23810,,,,
C000246,37,27060,25610,23810,,,,
C000247,0,34610,32060,29060,,,,
C000248,38,60710,57360,53460,,,,
C000249,38,60710,57360,53460,,,,
C000250,0,78410,72610,65860,,,,
C000251,39,75460,72160,68260,,,,
C000252,0,75460,72160,68260,,,,
C000253,0,92760,87060,80410,,,,
C000254,0,93860,90310,86110,,,,
C000255,0,93860,90310,86110,,,,
C000256,0,112560,106410,99210,,,,
C000257,0,95810,92260,88060,,,,
C000258,0,95810,92260,88060,,,,
C000259,0,114510,108360,101160,,,,
C000260,42,59010,52210,44210,,,,
C000261,42,59010,52210,44210,,,,
C000262,0,95360,83560,69710,,,,
C000263,43,34510,31210,27360,,,,
C000264,43,34510,31210,27360,,,,
C000265,0,52110,46360,39660,,,,
C000266,44,30460,27960,25010,,,,
C000267,44,30460,27960,25010,,,,
C000268,0,41260,37360,32760,,,,
C000269,45,33110,30310,27010,,,,
C000270,45,33110,30310,27010,,,,
C000271,0,45160,40810,35660,,,,
C000272,46,27360,24610,21360,,,,
C000273,0,27360,24610,21360,,,,
C000274,0,39510,35160,30060,,,,
C000275,0,39510,36210,32310,,,,
C000276,0,39510,36210,32310,,,,
C000277,0,57110,51410,44660,,,,
C000278,0,138910,135810,132160,,,,
C000279,0,138910,135810,132160,,,,
C000280,0,151910,147160,141560,,,,
C000281,0,130060,126610,122460,,,,
C000282,0,130060,126610,122460,,,,
C000283,0,148260,142260,135260,,,,
C000284,0,137110,134360,131110,,,,
C000285,0,137110,134360,131110,,,,
C000286,0,148710,144460,139460,,,,
C000287,0,115210,112610,109560,,,,
C000288,0,115210,112610,109560,,,,
C000289,0,125060,121260,116760,,,,
C000290,0,215060,211610,207610,,,,
C000291,0,215060,211610,207610,,,,
C000292,0,232560,226710,219860,,,,
C000293,0,149360,145660,141310,,,,
C000294,0,149360,145660,141310,,,,
C000295,0,168560,162260,154810,,,,
C000296,0,221660,218210,214160,,,,
C000297,0,221660,218210,214160,,,,
C000298,0,235810,230560,224360,,,,
C000299,0,136960,134210,131010,,,,
C000300,0,136960,134210,131010,,,,
C000301,0,148410,144210,139260,,,,
C000302,0,157610,154360,150560,,,,
C000303,0,157610,154360,150560,,,,
C000304,0,171210,166210,160360,,,,
C000305,0,203010,199760,195960,,,,
