C000125,1,12832.5,11782.5,10582.5,,,, 
C000126,1,12832.5,11782.5,10582.5,,,,
C000127,0,18120,16320,14220,,,,
C000128,75,22920,21457.5,19770,,,,
C000129,75,22920,21457.5,19770,,,,
C000130,0,30532.5,28057.5,25132.5,,,,
C000131,0,34732.5,33045,31057.5,,,,
C000132,0,34732.5,33045,31057.5,,,,
C000133,0,44295,41295,37770,,,,
C000134,2,15457.5,14407.5,13170,,,,
C000135,2,15457.5,14407.5,13170,,,,
C000136,0,20857.5,19020,16882.5,,,,
C000137,3,19095,17820,16320,,,,
C000138,3,19095,17820,16320,,,,
C000139,0,25620,23407.5,20820,,,,
C000140,0,66982.5,64695,62032.5,,,,
C000141,0,66982.5,64695,62032.5,,,,
C000142,0,76695,73170,69045,,,,
C000143,6,20520,19057.5,17370,,,,
C000144,0,20520,19057.5,17370,,,,
C000145,0,27757.5,25282.5,22395,,,,
C000146,5,39120,36645,33682.5,,,,
C000147,5,39120,36645,33682.5,,,,
C000148,0,50407.5,46432.5,41745,,,,
C000149,8,15157.5,13582.5,11707.5,,,,
C000150,8,15157.5,13582.5,11707.5,,,,
C000151,0,22095,19582.5,16657.5,,,,
C000152,10,37770,35745,32782.5,,,,
C000153,10,37020,34995,32632.5,,,,
C000154,0,45645,42495,38820,,,,
C000155,0,85957.5,84082.5,81907.5,,,,
C000156,0,85957.5,84082.5,81907.5,,,,
C000157,0,93870,90982.5,87607.5,,,,
C000158,11,25095,23220,21045,,,,
C000159,0,25095,23220,21045,,,,
C000160,0,33157.5,30270,26857.5,,,,
C000161,12,20407.5,18607.5,16470,,,,
C000162,0,20407.5,18607.5,16470,,,,
C000163,0,28170,25357.5,22057.5,,,,
C000164,13,24457.5,22582.5,20332.5,,,,
C000165,13,24457.5,22582.5,20332.5,,,,
C000166,0,32595,29632.5,26182.5,,,,
C000167,16,39682.5,37170,34207.5,,,,
C000168,0,39682.5,37170,34207.5,,,,
C000169,0,50407.5,46507.5,41932.5,,,,
C000170,17,21082.5,19320,17257.5,,,,
C000171,17,21082.5,19320,17257.5,,,,
C000172,0,28732.5,25995,22770,,,,
C000173,14,23857.5,21870,19545,,,,
C000174,14,23857.5,21870,19545,,,,
C000175,0,32407.5,29332.5,25695,,,,
C000176,15,39795,37207.5,34207.5,,,,
C000177,0,39795,37207.5,34207.5,,,,
C000178,0,53257.5,48870,43657.5,,,,
C000179,18,28845,26782.5,24345,,,,
C000180,18,28845,26782.5,24345,,,,
C000181,0,37657.5,34470,30682.5,,,,
C000182,19,24757.5,23145,21232.5,,,,
C000183,19,24757.5,23145,21232.5,,,,
C000184,0,31695,29182.5,26220,,,,
C000185,20,24457.5,22357.5,19882.5,,,,
C000186,20,24457.5,22357.5,19882.5,,,,
C000187,0,33495,30232.5,26370,,,,
C000188,21,18082.5,16545,14745,,,,
C000189,21,18082.5,16545,14745,,,,
C000190,0,25995,23332.5,20220,,,,
C000191,22,21007.5,19395,17520,,,,
C000192,22,21007.5,19395,17520,,,,
C000193,0,27907.5,25432.5,22470,,,,
C000194,23,26220,23257.5,19770,,,,
C000195,23,26220,23257.5,19770,,,,
C000196,0,42082.5,36945,30907.5,,,,
C000197,24,25245,23595,21645,,,,
C000198,24,25245,23595,21645,,,,
C000199,0,32632.5,30045,26970,,,,
C000200,25,31470,28245,24495,,,,
C000201,0,31470,28245,24495,,,,
C000202,0,48607.5,43020,36457.5,,,,
C000203,26,85320,80295,74370,,,,
C000204,0,85320,80295,74370,,,,
C000205,0,111795,103132.5,92932.5,,,,
C000206,27,25245,23370,21157.5,,,,
C000207,27,25245,23370,21157.5,,,,
C000208,0,33382.5,30457.5,27007.5,,,,
C000209,28,23970,22320,20332.5,,,,
C000210,28,23970,22320,20332.5,,,,
C000211,0,31132.5,28545,25507.5,,,,
C000212,29,17782.5,15945,13732.5,,,,
C000213,29,17782.5,15945,13732.5,,,,
C000214,0,25920,23032.5,19582.5,,,,
C000215,30,22095,20445,18495,,,,
C000216,0,22095,20445,18495,,,,
C000217,0,29257.5,26670,23632.5,,,,
C000218,31,38070,35407.5,32257.5,,,,
C000219,31,38070,35407.5,32257.5,,,,
C000220,0,49545,45382.5,40507.5,,,,
C000221,136,13695,12607.5,11295,,,,
C000222,136,13695,12607.5,11295,,,,
C000223,0,19357.5,17445,15195,,,,
C000224,32,33270,30045,26257.5,,,,
C000225,0,33270,30045,26257.5,,,,
C000226,0,50445,44857.5,38295,,,,
C000227,33,44295,41070,37245,,,,
C000228,33,44295,41070,37245,,,,
C000229,0,61507.5,55920,49320,,,,
C000230,34,59782.5,53895,46957.5,,,,
C000231,0,59782.5,53895,46957.5,,,,
C000232,0,91207.5,81007.5,69007.5,,,,
C000233,35,30720,27495,23745,,,,
C000234,35,30720,27495,23745,,,,
C000235,0,47820,42270,35707.5,,,,
C000236,36,32632.5,30457.5,27907.5,,,,
C000237,36,32632.5,30457.5,27907.5,,,,
C000238,0,41970,38595,34620,,,,
C000239,74,28920,26220,23070,,,,
C000240,0,28732.5,26070,22957.5,,,,
C000241,0,43132.5,38520,33045,,,,
C000242,0,21495,19845,17895,,,,
C000243,0,21495,19845,17895,,,,
C000244,0,28657.5,26070,23070,,,,
C000245,37,20295,19207.5,17857.5,,,,
C000246,37,20295,19207.5,17857.5,,,,
C000247,0,25957.5,24045,21795,,,,
C000248,38,45532.5,43020,40095,,,,
C000249,38,45532.5,43020,40095,,,,
C000250,0,58807.5,54457.5,49395,,,,
C000251,39,56595,54120,51195,,,,
C000252,0,56595,54120,51195,,,,
C000253,0,69570,65295,60307.5,,,,
C000254,0,70395,67732.5,64582.5,,,,
C000255,0,70395,67732.5,64582.5,,,,
C000256,0,84420,79807.5,74407.5,,,,
C000257,0,71857.5,69195,66045,,,,
C000258,0,71857.5,69195,66045,,,,
C000259,0,85882.5,81270,75870,,,,
C000260,42,44257.5,39157.5,33157.5,,,,
C000261,42,44257.5,39157.5,33157.5,,,,
C000262,0,71520,62670,52282.5,,,,
C000263,43,25882.5,23407.5,20520,,,,
C000264,43,25882.5,23407.5,20520,,,,
C000265,0,39082.5,34770,29745,,,,
C000266,44,22845,20970,18757.5,,,,
C000267,44,22845,20970,18757.5,,,,
C000268,0,30945,28020,24570,,,,
C000269,45,24832.5,22732.5,20257.5,,,,
C000270,45,24832.5,22732.5,20257.5,,,,
C000271,0,33870,30607.5,26745,,,,
C000272,46,20520,18457.5,16020,,,,
C000273,0,20520,18457.5,16020,,,,
C000274,0,29632.5,26370,22545,,,,
C000275,0,29632.5,27157.5,24232.5,,,,
C000276,0,29632.5,27157.5,24232.5,,,,
C000277,0,42832.5,38557.5,33495,,,,
C000278,0,104182.5,101857.5,99120,,,,
C000279,0,104182.5,101857.5,99120,,,,
C000280,0,113932.5,110370,106170,,,,
C000281,0,97545,94957.5,91845,,,,
C000282,0,97545,94957.5,91845,,,,
C000283,0,111195,106695,101445,,,,
C000284,0,102832.5,100770,98332.5,,,,
C000285,0,102832.5,100770,98332.5,,,,
C000286,0,111532.5,108345,104595,,,,
C000287,0,86407.5,84457.5,82170,,,,
C000288,0,86407.5,84457.5,82170,,,,
C000289,0,93795,90945,87570,,,,
C000290,0,161295,158707.5,155707.5,,,,
C000291,0,161295,158707.5,155707.5,,,,
C000292,0,174420,170032.5,164895,,,,
C000293,0,112020,109245,105982.5,,,,
C000294,0,112020,109245,105982.5,,,,
C000295,0,126420,121695,116107.5,,,,
C000296,0,166245,163657.5,160620,,,,
C000297,0,166245,163657.5,160620,,,,
C000298,0,176857.5,172920,168270,,,,
C000299,0,102720,100657.5,98257.5,,,,
C000300,0,102720,100657.5,98257.5,,,,
C000301,0,111307.5,108157.5,104445,,,,
C000302,0,118207.5,115770,112920,,,,
C000303,0,118207.5,115770,112920,,,,
C000304,0,128407.5,124657.5,120270,,,,
C000305,0,152257.5,149820,146970,,,,
C000306,0,152257.5,149820,146970,,,,
C000307,0,162307.5,158595,154207.5,,,,
C000308,55,9007.5,7620,6645,,,,
C000309,55,9007.5,7620,6645,,,,
C000310,0,9757.5,7620,7395,,,,
C000311,56,9007.5,7620,6645,,,,
C000312,56,9007.5,7620,6645,,,,
C000313,0,9757.5,7620,7395,,,,
C000314,57,9007.5,7620,6645,,,,
C000315,57,9007.5,7620,6645,,,,
C000316,0,9757.5,7620,7395,,,,
C000317,58,9007.5,7620,6645,,,,
C000318,58,9007.5,7620,6645,,,,
C000319,0,9757.5,7620,7395,,,,
C000320,59,9007.5,7620,6645,,,,
C000321,59,9007.5,7620,6645,,,,
C000322,0,9757.5,7620,7395,,,,
C000323,60,9007.5,7620,6645,,,,
C000324,60,9007.5,7620,6645,,,,
C000325,0,9757.5,7620,7395,,,,
C000326,61,9007.5,7620,6645,,,,
C000327,61,9007.5,7620,6645,,,,
C000328,0,9757.5,7620,7395,,,,
C000329,62,9007.5,7620,6645,,,,
C000330,62,9007.5,7620,6645,,,,
C000331,0,9757.5,7620,7395,,,,
C000332,63,9007.5,7620,6645,,,,
C000333,63,9007.5,7620,6645,,,,
C000334,0,9757.5,7620,7395,,,,
C000335,64,9007.5,7620,6645,,,,
C000336,64,9007.5,7620,6645,,,,
C000337,0,9757.5,7620,7395,,,,
C000338,65,9007.5,7620,6645,,,,
C000339,65,9007.5,7620,6645,,,,
C000340,0,9757.5,7620,7395,,,,
C000341,66,9007.5,7620,6645,,,,
C000342,66,9007.5,7620,6645,,,,
C000343,0,9757.5,7620,7395,,,,
C000344,67,9007.5,7620,6645,,,,
C000345,67,9007.5,7620,6645,,,,
C000346,0,9757.5,7620,7395,,,,
C000347,68,9007.5,7620,6645,,,,
C000348,68,9007.5,7620,6645,,,,
C000349,0,9757.5,7620,7395,,,,
C000350,69,9007.5,7620,6645,,,,
C000351,69,9007.5,7620,6645,,,,
C000352,0,9757.5,7620,7395,,,,
C000353,70,9007.5,7620,6645,,,,
C000354,70,9007.5,7620,6645,,,,
C000355,0,9757.5,7620,7395,,,,
C000356,73,9007.5,7620,6645,,,,
C000357,73,9007.5,7620,6645,,,,
C000358,0,9757.5,7620,7395,,,,
C000359,71,9007.5,7620,6645,,,,
C000360,71,9007.5,7620,6645,,,,
