sku,22k,18k,14k,9k
GR00158,21047,15119,,
GR00159,9509,6831,,
GR00160,9509,6831,,
GR00161,9298,6679,,
GR00162,9298,6679,,
GR00163,22822,16394,,
GR00164,22822,16394,,
GR00165,34021,24440,,
GR00166,34021,24440,,
GR00167,27048,19430,,
GR00168,27048,19430,,
GR00169,30006,21556,,
GR00170,30006,21556,,
GR00171,26625,19127,,
GR00172,26625,19127,,
GR00173,30218,21707,,
GR00174,30218,21707,,
GR00175,22188,15939,,
GR00176,22188,15939,,
GR00177,28316,20341,,
GR00178,28316,20341,,
GR00179,23878,17153,,
GR00180,23878,17153,,
GR00181,26414,18975,,
GR00182,26414,18975,,
GR00183,14580,10474,,
GR00184,14580,10474,,
GR00185,5283,3795,,
GR00186,5283,3795,,
GR00187,13101,9412,,
GR00188,13101,9412,,
GR00189,14792,10626,,
GR00190,14792,10626,,
GR00191,19441,13966,,
GR00192,19441,13966,,
GR00193,59167,42504,,
GR00194,59167,42504,,
GR00195,23667,17002,,
GR00196,23667,17002,,
GR00197,22399,16091,,
GR00198,22399,16091,,
GR00199,20709,14876,,
GR00200,20709,14876,,
GR00201,23667,17002,,
GR00202,23667,17002,,
GR00203,35289,25351,,
GR00204,35289,25351,,
GR00205,28738,20645,,
GR00206,28738,20645,,
GR00207,19229,13814,,
GR00208,19229,13814,,
GR00209,20497,14725,,
GR00210,20497,14725,,
GR00211,35712,25654,,
GR00212,35712,25654,,
GR00213,27893,20038,,
GR00214,27893,20038,,
GR00215,26625,19127,,
GR00216,26625,19127,,
GR00217,28316,20341,,
GR00218,28316,20341,,
GR00219,27386,19673,,
GR00220,27386,19673,,
GR00221,30809,22132,,
GR00222,30809,22132,,
GR00223,30851,22163,,
GR00224,30851,22163,,
GR00225,31274,22466,,
GR00226,31274,22466,,
GR00227,21638,15544,,
GR00228,21638,15544,,
GR00229,27893,20038,,
GR00230,27893,20038,,
GR00231,28316,20341,,
GR00232,28316,20341,,
GR00233,19018,13662,,
GR00234,19018,13662,,
GR00235,21131,15180,,
GR00236,21131,15180,,
GR00237,11411,8197,,
GR00238,11411,8197,,
GR00239,11411,8197,,
GR00240,11411,8197,,
GR00241,32965,23681,,
GR00242,32965,23681,,
GR00243,7692,5526,,
GR00244,7692,5526,,
GR00245,23456,16850,,
GR00246,23456,16850,,
GR00247,23667,17002,,
GR00248,23667,17002,,
NK00001,56631,40682,,
NK00002,67197,48272,,
NK00003,58533,42049,,
NK00004,82834,59506,,
NK00005,95090,68310,,
NK00006,58322,41897,,
NK00007,68888,49487,,
NK00008,77763,55862,,
NK00009,128266,92143,,
NK00010,53673,38557,,
NK00011,84313,60568,,
NK00012,71635,51460,,
NK00013,76706,55103,,
NK00014,69733,50094,,
NK00015,97203,69828,,
NK00016,74889,53798,,
NK00017,65718,47210,,
NK00018,89385,64211,,
NK00019,103543,74382,,
NK00020,99316,71346,,
NK00021,51983,37343,,
NK00022,35500,25502,,
NK00023,74593,53585,,
NK00024,51983,37343,,
NK00025,58111,41745,,
NK00026,100162,71953,,
NK00027,146227,105046,,
NK00028,77551,55711,,
NK00029,73959,53130,,
NK00030,61280,44022,,
KD00001,104783,,,
KD00002,97797,,,
KD00003,104783,,,
KD00004,104783,,,
KD00005,139710,,,
KD00006,122246,,,
KD00007,104783,,,
KD00008,122246,,,
KD00009,136217,,,
KD00011,122246,,,
KD00012,122246,,,
KD00013,122246,,,
KD00014,122246,,,
KD00015,132725,,,
KD00016,76841,,,
KD00017,55884,,,
KD00028,111784,,,
KD00029,111784,,,
GE00001,30640,22011,,
GE00002,0,0,,
GE00003,24512,17609,,
GE00004,0,0,,
GE00005,24935,17912,,
GE00006,0,0,,
GE00007,13101,9412,,
GE00008,0,0,,
GE00009,30640,22011,,
GE00010,0,0,,
GE00011,12256,8804,,
GE00012,0,0,,
GE00013,21131,15180,,
GE00014,0,0,,
GE00015,11833,8501,,
GE00016,0,0,,
GE00017,29161,20948,,
GE00018,0,0,,
GE00019,16060,11537,,
GE00020,0,0,,
GE00021,22399,16091,,
GE00022,0,0,,
GE00023,45770,32880,,
GE00024,45770,32880,,
GE00025,15637,11233,,
GE00026,15637,11233,,
GE00027,19229,13814,,
GE00028,19229,13814,,
GE00029,12256,8804,,
GE00030,12256,8804,,
GE00031,13947,10019,,
GE00032,13947,10019,,
GE00033,13947,10019,,
GE00034,13947,10019,,
GE00035,15637,11233,,
GE00036,15637,11233,,
GE00037,19229,13814,,
GE00038,19229,13814,,
GE00039,17539,12599,,
GE00040,17539,12599,,
GE00041,27893,20038,,
GE00042,27893,20038,,
GE00043,13101,9412,,
GE00044,13101,9412,,
GE00045,22822,16394,,
GE00046,22822,16394,,
GE00047,33810,24288,,
GE00048,33810,24288,,
GE00049,20920,15028,,
GE00050,20920,15028,,
GE00051,19863,14269,,
GE00052,19863,14269,,
GE00053,17539,12599,,
GE00054,17539,12599,,
GE00055,11200,8045,,
GE00056,11200,8045,,
GE00057,10143,7286,,
GE00058,10143,7286,,
GE00059,8875,6376,,
GE00060,8875,6376,,
GE00061,14369,10322,,
GE00062,14369,10322,,
GE00063,27259,19582,,
GE00064,27259,19582,,
GE00065,30640,22011,,
GE00066,30640,22011,,
GE00067,34232,24592,,
GE00068,34232,24592,,
GE00069,53462,38405,,
GE00070,53462,38405,,
GE00071,26203,18823,,
GE00072,26203,18823,,
GE00073,15637,11233,,
GE00074,15637,11233,,
GE00075,32753,23529,,
GE00076,32753,23529,,
GE00077,27893,20038,,
GE00078,27893,20038,,
GE00079,13735,9867,,
GE00080,13735,9867,,
GE00081,18595,13358,,
GE00082,18595,13358,,
GE00083,20497,14725,,
GE00084,20497,14725,,
GE00085,25146,18064,,
GE00086,25146,18064,,
GE00087,8664,6224,,
GE00088,8664,6224,,
GE00089,8030,5768,,
GE00090,8030,5768,,
GE00091,16102,11567,,
GE00092,16102,11567,,
GE00093,6973,5009,,
GE00094,6973,5009,,
GE00095,16271,11689,,
GE00096,16271,11689,,
GE00097,19229,13814,,
GE00098,19229,13814,,
GE00099,18680,13419,,
GE00100,18680,13419,,
GE00101,26203,18823,,
GE00102,26203,18823,,
GE00103,15214,10930,,
GE00104,15214,10930,,
GE00105,25569,18368,,
GE00106,25569,18368,,
GS00001,52391,37636,,
GS00002,52391,37636,,
GS00003,59377,42655,,
GS00004,59377,42655,,
GS00005,69855,50182,,
GS00006,69855,50182,,
GS00007,76833,55194,,
GS00008,76833,55194,,
GS00009,66362,47673,,
GS00010,66362,47673,,
GS00011,83826,60218,,
GS00012,83826,60218,,
GS00013,62870,45164,,
GS00014,62870,45164,,
GS00015,80333,57709,,
GS00016,80333,57709,,
GS00017,55884,40145,,
GS00018,55884,40145,,
GS00019,52391,37636,,
GS00020,52391,37636,,
GS00021,104783,75273,,
GS00022,104783,75273,,
GS00023,55884,40145,,
GS00024,55884,40145,,
GS00025,73348,52691,,
GS00026,73348,52691,,
GS00027,66362,47673,,
GS00028,66362,47673,,
GS00029,73348,52691,,
GS00030,73348,52691,,
GB00001,34909,25077,17681,
GB00002,34928,25091,17691,
GB00003,33181,23836,16806,
GB00004,33181,23836,16806,
GB00005,34928,25091,17691,
GB00006,34928,25091,17691,
GB00007,34928,25091,17691,
GB00008,34928,25091,17691,
GB00009,34928,25091,17691,
GB00010,34928,25091,17691,
GB00011,42961,30862,21760,
GB00012,42961,30862,21760,
GB00013,41913,30109,21229,
GB00014,41913,30109,21229,
GB00015,39468,28353,19991,
GB00016,39468,28353,19991,
GB00017,34928,25091,17691,
GB00018,34928,25091,17691,
GB00019,43659,31364,22114,
GB00020,43659,31364,22114,
GB00021,41040,29482,20787,
GB00022,41040,29482,20787,
GB00023,97797,70255,49534,
GB00024,97797,70255,49534,
GB00025,50645,36382,25652,
GB00026,50645,36382,25652,
GB00027,43659,31364,22114,
GB00028,43659,31364,22114,
GB00029,48025,34500,24325,
GB00030,48025,34500,24325,
GB00031,41913,30109,21229,
GB00032,41913,30109,21229,
GB00033,41913,30109,21229,
GB00034,41913,30109,21229,
GB00035,47152,33873,23883,
GB00036,47152,33873,23883,
GB00037,45406,32618,22998,
GB00038,45406,32618,22998,
GB00039,41913,30109,21229,
GB00040,41913,30109,21229,
GB00041,48899,35127,24767,
GB00042,48899,35127,24767,
GB00043,52391,37636,26536,
GB00044,52391,37636,26536,
GB00045,45406,32618,22998,
GB00046,45406,32618,22998,
GB00047,45406,32618,22998,
GB00048,45406,32618,22998,
GB00049,41840,30056,21192,
GB00050,41840,30056,21192,
GB00051,41840,30056,21192,
GB00052,41840,30056,21192,
GB00053,41840,30056,21192,
GB00054,41840,30056,21192,
GB00055,76917,55255,38959,
GB00056,76917,55255,38959,
GB00057,45432,32637,23011,
GB00058,45432,32637,23011,
GB00059,50715,36432,25687,
GB00060,50715,36432,25687,
GB00061,104810,75293,53087,
GB00062,104810,75293,53087,
GB00063,45432,32637,23011,
GB00064,45432,32637,23011,
GB00065,30640,22011,15519,
GB00066,30640,22011,15519,
GB00067,39304,28235,19908,
GB00068,39304,28235,19908,
GB00069,43530,31271,22048,
GB00070,43530,31271,22048,
GB00071,47122,33851,23868,
GB00072,47122,33851,23868,
GB00073,52405,37646,26543,
GB00074,52405,37646,26543,
GB00075,47968,34459,24296,
GB00076,47968,34459,24296,
GB00077,52405,37646,26543,
GB00078,52405,37646,26543,
GB00079,47968,34459,24296,
GB00080,47968,34459,24296,
GB00081,43530,31271,22048,
GB00082,43530,31271,22048,
GB00083,27893,20038,14128,
GB00084,27893,20038,14128,
GB00085,30640,22011,15519,
GB00086,30640,22011,15519,
GB00087,39304,28235,19908,
GB00088,39304,28235,19908,
GB00089,39304,28235,19908,
GB00090,39304,28235,19908,
GB00091,38459,27628,19479,
GB00092,38459,27628,19479,
GB00093,38459,27628,19479,
GB00094,38459,27628,19479,
GB00095,85581,61479,43347,
GB00096,85581,61479,43347,
K000001,38420,,,
K000002,0,,,
K000003,0,,,
K000004,23401,,,
K000005,0,,,
K000006,0,,,
K000007,26894,,,
K000008,0,,,
K000009,0,,,
K000010,66362,,,
K000011,0,,,
K000012,0,,,
K000013,26894,,,
K000014,0,,,
K000015,0,,,
K000016,33880,,,
K000017,0,,,
K000018,0,,,
K000019,33880,,,
K000020,0,,,
K000021,0,,,
K000022,33880,,,
K000023,0,,,
K000024,0,,,
K000025,23401,,,
K000026,0,,,
K000027,0,,,
K000028,26894,,,
K000029,0,,,
K000030,0,,,
K000031,38420,,,
K000032,0,,,
K000033,0,,,
K000034,33880,,,
K000035,0,,,
K000036,0,,,
K000037,51343,,,
K000038,0,,,
K000039,0,,,
K000040,51343,,,
K000041,0,,,
K000042,0,,,
K000043,33880,,,
K000044,0,,,
K000045,0,,,
K000046,47851,,,
K000047,0,,,
K000048,0,,,
K000049,58329,,,
K000050,0,,,
K000051,0,,,
K000052,66362,,,
K000053,0,,,
K000054,0,,,
K000055,87319,,,
K000056,0,,,
K000057,0,,,
K000058,51343,,,
K000059,0,,,
K000060,0,,,
K000061,37372,,,
K000062,0,,,
K000063,0,,,
K000064,51343,,,
K000065,0,,,
K000066,0,,,
K000067,80333,,,
K000068,0,,,
K000069,0,,,
K000070,87319,,,
K000071,0,,,
K000072,0,,,
K000073,87319,,,
K000074,0,,,
K000075,0,,,
K000076,51343,,,
K000077,0,,,
K000078,0,,,
K000079,80333,,,
K000080,0,,,
K000081,0,,,
K000082,87319,,,
K000083,0,,,
K000084,0,,,
K000085,87319,,,
K000086,0,,,
K000087,0,,,
K000088,80333,,,
K000089,0,,,
K000090,0,,,
K000091,44358,,,
K000092,0,,,
K000093,0,,,
K000094,33880,,,
K000095,0,,,
K000096,0,,,
K000097,15717,,,
K000098,0,,,
K000099,0,,,
K000100,87319,,,
K000101,0,,,
K000102,0,,,
K000103,66362,,,
K000104,0,,,
K000105,0,,,
K000106,80333,,,
K000107,0,,,
K000108,0,,,
K000109,87319,,,
K000110,0,,,
K000111,0,,,
K000112,66362,,,
K000113,0,,,
K000114,0,,,
K000115,44358,,,
K000116,0,,,
K000117,0,,,
K000118,51343,,,
K000119,0,,,
K000120,0,,,
K000121,47851,,,
K000122,0,,,
K000123,0,,,
K000124,51343,,,
K000125,0,,,
K000126,0,,,
K000127,73348,,,
K000128,0,,,
K000129,0,,,
K000130,1746,,,
K000131,0,,,
K000132,0,,,
K000133,37372,,,
K000134,0,,,
K000135,0,,,
K000136,15717,,,
K000137,0,,,
K000138,0,,,
K000139,33880,,,
K000140,0,,,
K000141,0,,,
K000142,15717,,,
K000143,0,,,
K000144,0,,,
K000145,23401,,,
K000146,0,,,
K000147,0,,,
K000148,87319,,,
K000149,0,,,
K000150,0,,,
K000151,30387,,,
K000152,0,,,
K000153,0,,,
K000154,23401,,,
K000155,0,,,
K000156,0,,,
K000157,30387,,,
K000158,0,,,
K000159,0,,,
K000160,1746,,,
K000161,0,,,
K000162,0,,,
K000163,23401,,,
K000164,0,,,
K000165,0,,,
K000166,1746,,,
K000167,0,,,
K000168,0,,,
K000169,23401,,,
K000170,0,,,
K000171,0,,,
K000172,66362,,,
K000173,0,,,
K000174,0,,,
K000175,1746,,,
K000176,0,,,
K000177,0,,,
K000178,30387,,,
K000179,0,,,
K000180,0,,,
K000181,44358,,,
K000182,0,,,
K000183,0,,,
K000184,66362,,,
K000185,0,,,
K000186,0,,,
K000187,87319,,,
K000188,0,,,
K000189,0,,,
K000190,33880,,,
K000191,0,,,
K000192,0,,,
K000193,33880,,,
K000194,0,,,
K000195,0,,,
K000196,47851,,,
K000197,0,,,
K000198,0,,,
K000199,66362,,,
K000200,0,,,
K000201,0,,,
K000202,154729,,,
K000203,0,,,
K000204,0,,,
K000205,134471,,,
K000206,0,,,
K000207,0,,,
K000208,155427,,,
K000209,0,,,
K000210,0,,,
K000211,155427,,,
K000212,0,,,
K000213,0,,,
K000214,176384,,,
K000215,0,,,
K000216,0,,,
K000217,176384,,,
K000218,0,,,
K000219,0,,,
K000220,212410,152589,,
K000221,0,0,,
K000222,0,0,,
K000223,156539,112453,,
K000224,0,0,,
K000225,0,0,,
K000226,198421,142540,,
K000227,0,0,,
K000228,0,0,,
K000229,135577,97395,,
K000230,0,0,,
K000231,0,0,,
K000232,135577,97395,,
K000233,0,0,,
K000234,0,0,,
K000235,264815,190236,,
K000236,0,0,,
K000237,0,0,,
K000238,241064,173173,,
K000239,0,0,,
K000240,0,0,,
K000241,177502,127512,,
K000242,0,0,,
K000243,0,0,,
K000244,200323,143906,,
K000245,0,0,,
K000246,0,0,,
K000247,84313,60568,,
K000248,0,0,,
K000249,0,0,,
K000250,81144,58291,,
K000251,0,0,,
K000252,0,0,,
K000253,90653,65122,,
K000254,0,0,,
K000255,0,0,,
K000256,87483,62845,,
K000257,0,0,,
K000258,0,0,,
K000259,84313,60568,,
K000260,0,0,,
K000261,0,0,,
K000262,100373,72105,,
K000263,0,0,,
K000264,0,0,,
K000265,81144,58291,,
K000266,0,0,,
K000267,0,0,,
K000268,84313,60568,,
K000269,0,0,,
K000270,0,0,,
K000271,84313,60568,,
K000272,0,0,,
K000273,0,0,,
K000274,66986,48121,,
K000275,0,0,,
K000276,0,0,,
K000277,66986,48121,,
K000278,0,0,,
K000279,0,0,,
K000280,66986,48121,,
K000281,0,0,,
K000282,0,0,,
K000283,84313,60568,,
K000284,0,0,,
K000285,0,0,,
K000286,100373,72105,,
K000287,0,0,,
K000288,0,0,,
K000289,81144,58291,,
K000290,0,0,,
K000291,0,0,,
K000292,90653,65122,,
K000293,0,0,,
K000294,0,0,,
K000295,84313,60568,,
K000296,0,0,,
K000297,0,0,,
K000298,98260,70587,,
K000299,0,0,,
K000300,0,0,,
K000301,110938,79695,,
K000302,0,0,,
K000303,0,0,,
K000304,56209,40379,,
K000305,0,0,,
K000306,0,0,,
K000307,45855,32941,,
K000308,0,0,,
K000309,0,0,,
K000310,49447,35521,,
K000311,0,0,,
K000312,0,0,,
K000313,24512,17609,,
K000314,0,0,,
K000315,0,0,,
K000316,36346,26110,,
K000317,0,0,,
K000318,0,0,,
K000319,36979,26565,,
K000320,0,0,,
K000321,0,0,,
K000322,25991,18671,,
K000323,0,0,,
K000324,0,0,,
K000325,67197,48272,,
K000326,0,0,,
K000327,0,0,,
K000328,73114,52523,,
K000329,0,0,,
K000330,0,0,,
K000331,26837,19279,,
K000332,0,0,,
K000333,0,0,,
K000334,70367,50549,,
K000335,0,0,,
K000336,0,0,,
K000337,73114,52523,,
K000338,0,0,,
K000339,0,0,,
K000340,33176,23833,,
K000341,0,0,,
K000342,0,0,,
K000343,37825,27172,,
K000344,0,0,,
K000345,0,0,,
K000346,68676,49335,,
K000347,0,0,,
K000348,0,0,,
K000349,57265,41138,,
K000350,0,0,,
K000351,0,0,,
K000352,57054,40986,,
K000353,0,0,,
K000354,0,0,,
K000355,24301,17457,,
K000356,0,0,,
K000357,0,0,,
K000358,45643,32789,,
K000359,0,0,,
K000360,0,0,,
K000361,94034,67551,,
K000362,0,0,,
K000363,0,0,,
K000364,26372,18945,,
K000365,0,0,,
K000366,0,0,,
K000367,41924,30117,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
