sku,22k,18k,14k,9k
C004691,,10956,9900,9477
C004692,,10956,9900,9477
C004694,,11806,10661,10206
C004695,,11806,10661,10206
C004697,,16477,15268,14770
C004698,,16477,15268,14770
C004700,,17581,16284,15754
C004701,,17581,16284,15754
C004703,,18685,17323,16752
C004704,,18685,17323,16752
C004706,,20979,20398,18733
C004707,,20979,20398,18733
C004709,,23697,23112,21415
C004710,,23697,23112,21415
C004712,,96740,90028,84560
C004713,,96740,90028,84560
C004715,,100545,93833,88365
C004716,,100545,93833,88365
C004718,,28317,23377,20518
C004719,,28317,23377,20518
C004721,,43758,38455,35436
C004722,,43758,38455,35436
C004724,,35910,31541,28893
C004725,,35910,31541,28893
C004727,,43265,36021,31784
C004728,,43265,36021,31784
C004730,,90455,80101,70081
C004731,,90455,80101,70081
C004733,,55496,49681,43050
C004734,,55496,49681,43050
C004736,,32649,28280,25631
C004737,,32649,28280,25631
C004739,,31426,25721,22120
C004740,,31426,25721,22120
C004742,,21234,16864,14216
C004743,,21234,16864,14216
C004745,,25718,22321,20095
C004746,,25718,22321,20095
C004748,,51963,44718,40481
C004749,,51963,44718,40481
C004751,,353156,330290,307599
C004752,,353156,330290,307599
C004754,,170734,150428,131617
C004755,,170734,150428,131617
C004757,,269598,249827,229782
C004758,,269598,249827,229782
C004760,,483275,459364,436143
C004761,,483275,459364,436143
C004763,,197828,176031,154398
C004764,,197828,176031,154398
C004766,,178056,156282,136198
C004767,,178056,156282,136198
C004769,,241705,216813,192532
C004770,,241705,216813,192532
C004772,,160950,143340,126963
C004773,,160950,143340,126963
C004775,,202737,182967,162922
C004776,,202737,182967,162922
C004778,,198032,177884,159178
C004779,,198032,177884,159178
C004781,,24597,20957,18626
C004782,,24597,20957,18626
C004784,,46170,37845,29411
C004785,,46170,37845,29411
C004787,,21081,15947,11539
C004788,,21081,15947,11539
C004790,,30593,21770,16475
C004791,,30593,21770,16475
C004793,,45287,37278,32299
C004794,,45287,37278,32299
C004796,,13165,10094,7975
C004797,,13165,10094,7975
C004799,,29880,24456,21383
C004800,,29880,24456,21383
C004802,,28283,23100,20136
C004803,,28283,23100,20136
C004805,,19569,14957,12203
C004806,,19569,14957,12203
C004808,,26414,19170,14933
C004809,,26414,19170,14933
C004811,,45406,38937,33576
C004812,,45406,38937,33576
C004814,,179635,162000,144075
C004815,,179635,162000,144075
C004817,,243132,219283,195532
C004818,,243132,219283,195532
C004820,,149144,131933,115768
C004821,,149144,131933,115768
C004823,,121150,104498,88651
C004824,,121150,104498,88651
C004826,,147819,134104,120800
C004827,,147819,134104,120800
C004829,,108580,95386,82347
C004830,,108580,95386,82347
C004832,,138069,121902,105249
C004833,,138069,121902,105249
C004835,,256348,239295,223237
C004836,,256348,239295,223237
C004838,,126059,110317,95423
C004839,,126059,110317,95423
C004841,,206729,189277,173005
C004842,,206729,189277,173005
C004844,,220659,198861,177228
C004845,,220659,198861,177228
C004847,,156533,136762,116718
C004848,,156533,136762,116718
C004850,,207630,187859,167814
C004851,,207630,187859,167814
C004853,,74912,68698,61852
C004854,,74912,68698,61852
C004856,,45915,39204,33736
C004857,,45915,39204,33736
C004859,,151930,136321,119985
C004860,,151930,136321,119985
C004862,,195790,175059,154486
C004863,,195790,175059,154486
C004865,,143012,125402,109025
C004866,,143012,125402,109025
C004868,,173367,154441,136868
C004869,,173367,154441,136868
C004871,,157400,139339,120673
C004872,,157400,139339,120673
C004874,,39053,34162,29859
C004875,,39053,34162,29859
C004877,,143708,129193,115464
C004878,,143708,129193,115464
C004880,,27434,20722,15254
C004881,,27434,20722,15254
C004883,,33413,26555,19394
C004884,,33413,26555,19394
C004886,,494316,482495,471202
C004887,,494316,482495,471202
C004889,,60507,53831,48324
C004890,,60507,53831,48324
C004892,,285599,270416,255840
C004893,,285599,270416,255840
C004895,,39851,31842,26863
C004896,,39851,31842,26863
C004898,,167524,146793,126220
C004899,,167524,146793,126220
C004901,,83048,66821,51716
C004902,,83048,66821,51716
C004904,,47988,40305,32190
C004905,,47988,40305,32190
C004907,,38475,33342,28934
C004908,,38475,33342,28934
C004910,,84985,80094,75792
C004911,,84985,80094,75792
C004913,,81265,73983,68304
C004914,,81265,73983,68304
C004916,,169647,161139,152071
C004917,,169647,161139,152071
C004919,,50892,44461,40542
C004920,,50892,44461,40542
C004922,,132582,119534,107076
C004923,,132582,119534,107076
C004925,,132548,111175,91302
C004926,,132548,111175,91302
C004928,,205727,185397,165037
C004929,,205727,185397,165037
C004931,,36250,30060,26248
C004932,,36250,30060,26248
C004934,,41040,33758,28079
C004935,,41040,33758,28079
C004937,,97793,89784,84805
C004938,,97793,89784,84805
C004940,,48650,41368,35689
C004941,,48650,41368,35689
C004943,,278923,268327,259219
C004944,,278923,268327,259219
C004946,,52149,43824,35390
C004947,,52149,43824,35390
C004949,,26975,21283,14704
C004950,,26975,21283,14704
C004952,,26296,18529,12638
C004953,,26296,18529,12638
C004955,,44675,37417,31062
C004956,,44675,37417,31062
C004958,,33804,25309,20119
C004959,,33804,25309,20119
C004961,,36267,32504,30121
C004962,,36267,32504,30121
C004964,,48107,40824,35146
C004965,,48107,40824,35146
C004967,,34823,31784,29686
C004968,,34823,31784,29686
C004970,,26109,20926,17962
C004971,,26109,20926,17962
C004973,,31120,27480,25149
C004974,,31120,27480,25149
C004976,,24988,19564,16491
C004977,,24988,19564,16491
C004979,,24342,19209,14801
C004980,,24342,19209,14801
C004982,,28759,24111,19914
C004983,,28759,24111,19914
C004985,,24393,18932,15436
C004986,,24393,18932,15436
C004988,,38951,33489,29994
C004989,,38951,33489,29994
C004991,,137423,127228,117313
C004992,,137423,127228,117313
C004994,,60728,53226,46766
C004995,,60728,53226,46766
C004997,,102345,93037,83544
C004998,,102345,93037,83544
C005000,,102464,92245,81800
C005001,,102464,92245,81800
C005003,,62749,55224,49440
C005004,,62749,55224,49440
C005006,,63463,57006,50055
C005007,,63463,57006,50055
C005009,,90998,81204,71499
C005010,,90998,81204,71499
C005012,,6200,5526,4816
C005013,,6200,5526,4816
C005015,,61322,55618,52017
C005016,,61322,55618,52017
C005018,,53763,47274,40303
C005019,,53763,47274,40303
C005021,,41363,34809,30838
C005022,,41363,34809,30838
C005024,,95347,85552,75848
C005025,,95347,85552,75848
C005027,,92034,81318,72157
C005028,,92034,81318,72157
C005030,,39511,33321,29509
C005031,,39511,33321,29509
C005033,,96060,89847,83001
C005034,,96060,89847,83001
C005036,,37218,30507,25039
C005037,,37218,30507,25039
C005039,,54528,46518,41540
C005040,,54528,46518,41540
C005042,,42671,38059,35305
C005043,,42671,38059,35305
C005045,,515091,481871,449158
C005046,,515091,481871,449158
C005048,,72041,65426,58370
C005049,,72041,65426,58370
C005051,,7270,6093,5616
C005052,,7270,6093,5616
C005054,,3788,2974,2657
C005055,,3788,2974,2657
C005057,,6727,5550,5072
C005058,,6727,5550,5072
C005060,,9156,7858,7328
C005061,,9156,7858,7328
C005063,,4586,3652,3282
C005064,,4586,3652,3282
C005066,,8069,6771,6241
C005067,,8069,6771,6241
C005069,,11041,9621,9039
C005070,,11041,9621,9039
C005072,,17411,16768,15060
C005073,,17411,16768,15060
C005075,,9682,8262,7680
C005076,,9682,8262,7680
C005078,,4841,3785,3362
C005079,,4841,3785,3362
C005081,,6761,5826,5456
C005082,,6761,5826,5456
C005084,,5351,4053,3523
C005085,,5351,4053,3523
C005087,,10192,9548,7841
C005088,,10192,9548,7841
C005090,,6982,5684,5154
C005091,,6982,5684,5154
C005093,,7016,5959,5536
C005094,,7016,5959,5536
C005096,,8069,6771,6241
C005097,,8069,6771,6241
C005099,,3992,3385,3120
C005100,,3992,3385,3120
C005102,,8663,7729,7359
C005103,,8663,7729,7359
C005105,,16392,15215,14738
C005106,,16392,15215,14738
C005108,,93937,81873,70475
C005109,,93937,81873,70475
C005111,,90404,81034,73091
C005112,,90404,81034,73091
C005114,,68389,62175,55329
C005115,,68389,62175,55329
C005117,,41516,33749,27858
C005118,,41516,33749,27858
C005120,,66469,57646,52352
C005121,,66469,57646,52352
C005123,,84951,74574,64022
C005124,,84951,74574,64022
C005126,,203757,200638,198943
C005127,,203757,200638,198943
C005129,,379910,376839,374720
C005130,,379910,376839,374720
C005132,,693062,688450,685696
C005133,,693062,688450,685696
C005135,,48327,43680,39482
C005136,,48327,43680,39482
C005138,,88722,80796,72574
C005139,,88722,80796,72574
C005141,,83490,74981,65914
C005142,,83490,74981,65914
C005144,,136489,126694,116990
C005145,,136489,126694,116990
C005147,,223546,213752,204047
C005148,,223546,213752,204047
C005150,,386110,374046,362648
C005151,,386110,374046,362648
C005153,,125125,115172,105362
C005154,,125125,115172,105362
C005156,,63157,56276,52199
C005157,,63157,56276,52199
C005159,,75659,68401,62046
C005160,,75659,68401,62046
C005162,,71362,62539,57244
C005163,,71362,62539,57244
C005165,,215172,205771,197806
C005166,,215172,205771,197806
C005168,,25327,21079,18485
C005169,,25327,21079,18485
C005171,,90387,82704,74589
C005172,,90387,82704,74589
C005174,,141041,123406,105481
C005175,,141041,123406,105481
C005177,,116241,100256,85257
C005178,,116241,100256,85257
C005180,,53237,46405,40884
C005181,,53237,46405,40884
C005183,,49652,42766,38657
C005184,,49652,42766,38657
C005186,,56651,48725,40503
C005187,,56651,48725,40503
C005189,,23646,18342,15324
C005190,,23646,18342,15324
C005192,,71039,64849,61037
C005193,,71039,64849,61037
C005195,,74334,67878,60927
C005196,,74334,67878,60927
C005198,,31426,25212,18366
C005199,,31426,25212,18366
C005201,,95551,85174,74621
C005202,,95551,85174,74621
C005204,,56974,51270,47668
C005205,,56974,51270,47668
C005207,,124734,105903,88393
C005208,,124734,105903,88393
C005210,,175355,155608,137112
C005211,,175355,155608,137112
C005213,,117005,101880,87314
C005214,,117005,101880,87314
C005216,,59963,51941,45215
C005217,,59963,51941,45215
C005219,,109752,102094,95527
C005220,,109752,102094,95527
C005222,,222697,199831,177140
C005223,,222697,199831,177140
C005228,,143080,121682,100261
C005229,,143080,121682,100261
C005231,,231921,224919,220788
C005232,,231921,224919,220788
C005234,,108036,98885,89498
C005235,,108036,98885,89498
C005237,,40514,34045,28684
C005238,,40514,34045,28684
C005240,,68100,59277,53982
C005241,,68100,59277,53982
C005243,,157892,142951,128481
C005244,,157892,142951,128481
C005246,,108478,90417,71751
C005247,,108478,90417,71751
C005249,,59963,51954,46975
C005250,,59963,51954,46975
C005252,,45864,38098,32207
C005253,,45864,38098,32207
C005255,,105862,96711,87324
C005256,,105862,96711,87324
C005258,,64006,57550,50599
C005259,,64006,57550,50599
C005261,,30933,26285,22088
C005262,,30933,26285,22088
C005264,,40768,33002,27111
C005265,,40768,33002,27111
C005267,,226859,216639,206194
C005268,,226859,216639,206194
C005270,,81876,73028,65350
C005271,,81876,73028,65350
C005273,,137423,127228,117313
C005274,,137423,127228,117313
C005276,,282592,261862,241289
C005277,,282592,261862,241289
C005279,,159914,139183,118610
C005280,,159914,139183,118610
C005282,,148652,128322,107961
C005283,,148652,128322,107961
C005285,,56107,49348,45322
C005286,,56107,49348,45322
C005288,,63259,56014,51777
C005289,,63259,56014,51777
C005291,,95126,87042,78715
C005292,,95126,87042,78715
C005294,,66537,59583,54010
C005295,,66537,59583,54010
C005297,,41210,35506,31905
C005298,,41210,35506,31905
C005300,,67064,59284,52664
C005301,,67064,59284,52664
C005303,,127197,116570,107440
C005304,,127197,116570,107440
C005306,,37932,29800,24770
C005307,,37932,29800,24770
C005309,,28113,21354,17328
C005310,,28113,21354,17328
C005315,,14948,9645,6627
C005316,,14948,9645,6627
C005321,,25056,19241,12609
C005322,,25056,19241,12609
C005327,,32462,25703,21677
C005328,,32462,25703,21677
C005330,,48209,42019,38207
C005331,,48209,42019,38207
C005333,,57891,50609,44930
C005334,,57891,50609,44930
C005336,,47631,41200,37281
C005337,,47631,41200,37281
C005339,,44658,38348,34482
C005340,,44658,38348,34482
C005342,,44013,38589,35516
C005343,,44013,38589,35516
C005345,,63191,54939,49855
C005346,,63191,54939,49855
C005348,,52082,46377,42776
C005349,,52082,46377,42776
C005351,,62681,54672,49693
C005352,,62681,54672,49693
C005354,,33583,28449,24041
C005355,,33583,28449,24041
C005357,,76797,67974,62680
C005358,,76797,67974,62680
C005360,,49788,42543,38307
C005361,,49788,42543,38307
C005363,,46527,39282,35045
C005364,,46527,39282,35045
C005366,,36284,30337,26630
C005367,,36284,30337,26630
C005369,,55666,48711,43138
C005370,,55666,48711,43138
C005372,,46306,37811,32621
C005373,,46306,37811,32621
C005375,,67421,61365,54626
C005376,,67421,61365,54626
C005378,,43486,37208,33362
C005379,,43486,37208,33362
C005381,,40463,34578,30914
C005382,,40463,34578,30914
C005384,,32852,26968,23304
C005385,,32852,26968,23304
C005387,,51368,44086,38407
C005388,,51368,44086,38407
C005390,,35214,30080,25672
C005391,,35214,30080,25672
C005393,,64652,58869,52258
C005394,,64652,58869,52258
C005396,,56736,50303,44901
C005397,,56736,50303,44901
C005399,,33073,28183,23880
C005400,,33073,28183,23880
C005402,,58808,50313,45124
C005403,,58808,50313,45124
C005405,,64550,58093,51142
C005406,,64550,58093,51142
C005408,,50909,43907,39776
C005409,,50909,43907,39776
C005411,,52031,45272,41246
C005412,,52031,45272,41246
C005414,,30984,26372,23618
C005415,,30984,26372,23618
C005417,,52829,44334,39144
C005418,,52829,44334,39144
C005420,,48226,41466,37441
C005421,,48226,41466,37441
C005423,,108189,96743,85133
C005424,,108189,96743,85133
C005426,,27281,23398,20962
C005427,,27281,23398,20962
C005429,,31561,27192,24544
C005430,,31561,27192,24544
C005432,,42501,35620,31543
C005433,,42501,35620,31543
C005435,,50179,43503,37996
C005436,,50179,43503,37996
C005438,,57415,50984,47065
C005439,,57415,50984,47065
C005441,,36437,31254,28290
C005442,,36437,31254,28290
C005444,,24580,21509,19390
C005445,,24580,21509,19390
C005447,,30053,26170,23734
C005448,,30053,26170,23734
C005450,,34772,29348,26275
C005451,,34772,29348,26275
C005453,,24254,21183,19064
C005454,,24254,21183,19064
C005456,,57942,50697,46461
C005457,,57942,50697,46461
C005459,,41733,36272,32776
C005460,,41733,36272,32776
C005462,,26589,22463,19922
C005463,,26589,22463,19922
C005465,,48480,41599,37522
C005466,,48480,41599,37522
C005468,,74423,67747,62240
C005469,,74423,67747,62240
C005471,,255515,228911,203254
C005472,,255515,228911,203254
C005474,,33107,28460,24262
C005475,,33107,28460,24262
C005477,,43486,38874,36121
C005478,,43486,38874,36121
C005480,,71226,62474,53299
C005481,,71226,62474,53299
C005483,,87686,78316,70373
C005484,,87686,78316,70373
C005486,,37898,34135,31752
C005487,,37898,34135,31752
C005489,,0,0,0
C005490,,0,0,0
C005492,,355449,350801,346604
C005492,,355449,350801,346604
C005495,,169562,162681,158604
C005496,,169562,162681,158604
C005498,,19059,14690,12042
C005499,,19059,14690,12042
C005501,,12808,10744,9474
C005502,,12808,10744,9474
C005504,,25497,20850,16652
C005505,,25497,20850,16652
C005507,,15441,12079,10279
C005508,,15441,12079,10279
C005510,,30712,23430,17751
C005511,,30712,23430,17751
C005513,,19059,14690,12042
C005514,,19059,14690,12042
C005516,,25990,20286,16684
C005517,,25990,20286,16684
C005519,,35604,28349,22659
C005520,,35604,28349,22659
C005522,,36861,31157,27556
C005523,,36861,31157,27556
C005525,,40004,32759,28523
C005526,,40004,32759,28523
C005528,,28742,23280,19785
C005529,,28742,23280,19785
C005531,,40004,32759,28523
C005532,,40004,32759,28523
C005534,,22864,18495,15847
C005535,,22864,18495,15847
C005537,,26024,20563,17067
C005538,,26024,20563,17067
C005540,,21217,16034,13070
C005541,,21217,16034,13070
C005543,,26516,21383,16975
C005544,,26516,21383,16975
C005546,,20282,16885,14660
C005547,,20282,16885,14660
C005549,,20095,14672,11599
C005550,,20095,14672,11599
C005552,,19637,15511,12969
C005553,,19637,15511,12969
C005555,,30372,24911,21415
C005556,,30372,24911,21415
C005558,,30882,25178,21577
C005559,,30882,25178,21577
C005561,,25990,20286,16684
C005562,,25990,20286,16684
C005564,,61594,53585,48606
C005565,,61594,53585,48606
C005567,,36199,28954,24717
C005568,,36199,28954,24717
C005570,,24257,19440,16632
C005571,,24257,19440,16632
C005573,,26975,20544,16625
C005574,,26975,20544,16625
C005576,,14846,11449,9224
C005577,,14846,11449,9224
C005579,,48582,41337,37101
C005580,,48582,41337,37101
C005582,,0,0,0
C005583,,0,0,0
C005585,,31935,27323,24570
C005586,,31935,27323,24570
C005588,,43826,37879,34172
C005589,,43826,37879,34172
C005591,,30237,24289,20583
C005592,,30237,24289,20583
C005594,,40378,35487,31184
C005595,,40378,35487,31184
C005597,,32734,27843,23540
C005598,,32734,27843,23540
C005600,,28487,23596,19294
C005601,,28487,23596,19294
C005603,,49092,43631,40135
C005604,,49092,43631,40135
C005606,,49092,43631,40135
C005607,,49092,43631,40135
C005609,,78445,70920,65136
C005610,,78445,70920,65136
C005612,,78445,70920,65136
C005613,,78445,70920,65136
C005615,,50791,44601,40789
C005616,,50791,44601,40789
C005618,,34177,29360,26552
C005619,,34177,29360,26552
C005621,,41822,34940,30863
C005622,,41822,34940,30863
C005624,,42110,34865,30629
C005625,,42110,34865,30629
C005627,,40412,33167,28930
C005628,,40412,33167,28930
C005630,,78921,72974,69267
C005631,,78921,72974,69267
C005633,,71514,63989,58205
C005634,,71514,63989,58205
C005636,,177512,169187,160753
C005637,,177512,169187,160753
C005639,,85019,78805,71959
C005640,,85019,78805,71959
C005642,,85019,78805,71959
C005643,,85019,78805,71959
C005645,,34059,30987,28869
C005646,,34059,30987,28869
C005648,,34059,30987,28869
C005649,,34059,30987,28869
C005651,,34059,30987,28869
C005652,,34059,30987,28869
C005654,,27264,24193,22074
C005655,,27264,24193,22074
C005657,,22168,19097,16978
C005658,,22168,19097,16978
C005660,,22592,19521,17403
C005661,,22592,19521,17403
C005663,,25565,22494,20376
C005664,,25565,22494,20376
C005666,,25565,22494,20376
C005667,,25565,22494,20376
C005669,,22168,19097,16978
C005670,,22168,19097,16978
C005672,,22168,19097,16978
C005673,,22168,19097,16978
C005675,,32360,29289,27170
C005676,,32360,29289,27170
C005678,,31935,27323,24570
C005679,,31935,27323,24570
C005681,,31935,27323,24570
C005682,,31935,27323,24570
C005684,,25820,21208,18454
C005685,,25820,21208,18454
C005687,,26499,21887,19134
C005688,,26499,21887,19134
C005690,,22423,17811,15057
C005691,,22423,17811,15057
C005693,,22762,18150,15397
C005694,,22762,18150,15397
C005696,,25140,20529,17775
C005697,,25140,20529,17775
C005699,,25140,20529,17775
C005700,,25140,20529,17775
C005702,,22423,17811,15057
C005703,,22423,17811,15057
C005705,,22423,17811,15057
C005706,,22423,17811,15057
C005708,,30576,25964,23211
C005709,,30576,25964,23211
C005711,,43826,37879,34172
C005712,,43826,37879,34172
C005714,,43826,37879,34172
C005715,,43826,37879,34172
C005717,,28538,22591,18884
C005718,,28538,22591,18884
C005720,,20044,14097,10391
C005721,,20044,14097,10391
C005723,,20894,14947,11240
C005724,,20894,14947,11240
C005726,,26839,20892,17186
C005727,,26839,20892,17186
C005729,,26839,20892,17186
C005730,,26839,20892,17186
C005732,,20044,14097,10391
C005733,,20044,14097,10391
C005735,,20044,14097,10391
C005736,,20044,14097,10391
C005738,,40429,34482,30775
C005739,,40429,34482,30775
C005741,,40378,35487,31184
C005742,,40378,35487,31184
C005744,,33583,28692,24390
C005745,,33583,28692,24390
C005747,,28487,23596,19294
C005748,,28487,23596,19294
C005750,,28912,24021,19718
C005751,,28912,24021,19718
C005753,,31884,26994,22691
C005754,,31884,26994,22691
C005756,,31884,26994,22691
C005757,,31884,26994,22691
C005759,,28487,23596,19294
C005760,,28487,23596,19294
C005762,,38679,33788,29486
C005763,,38679,33788,29486
C005765,,40378,35487,31184
C005766,,40378,35487,31184
C005768,,49092,43631,40135
C005769,,49092,43631,40135
C005771,,41448,35987,32491
C005772,,41448,35987,32491
C005774,,42297,36836,33340
C005775,,42297,36836,33340
C005777,,37201,31740,28244
C005778,,37201,31740,28244
C005780,,37626,32165,28669
C005781,,37626,32165,28669
C005783,,40598,35137,31641
C005784,,40598,35137,31641
C005786,,40598,35137,31641
C005787,,40598,35137,31641
C005789,,37201,31740,28244
C005790,,37201,31740,28244
C005792,,37201,31740,28244
C005793,,37201,31740,28244
C005795,,47393,41932,38436
C005796,,47393,41932,38436
C005798,,78445,70920,65136
C005799,,78445,70920,65136
C005801,,63157,55632,49848
C005802,,63157,55632,49848
C005804,,64856,57330,51546
C005805,,64856,57330,51546
C005807,,54664,47138,41354
C005808,,54664,47138,41354
C005810,,55513,47988,42204
C005811,,55513,47988,42204
C005813,,61458,53933,48149
C005814,,61458,53933,48149
C005816,,61458,53933,48149
C005817,,61458,53933,48149
C005819,,54664,47138,41354
C005820,,54664,47138,41354
C005822,,54664,47138,41354
C005823,,54664,47138,41354
C005825,,75048,67523,61739
C005826,,75048,67523,61739
C005828,,45728,37962,32071
C005829,,45728,37962,32071
C005831,,45728,37962,32071
C005832,,45728,37962,32071
C005834,,39613,31847,25956
C005835,,39613,31847,25956
C005837,,40293,32526,26635
C005838,,40293,32526,26635
C005840,,36216,28449,22558
C005841,,36216,28449,22558
C005843,,36556,28789,22898
C005844,,36556,28789,22898
C005846,,38934,31167,25276
C005847,,38934,31167,25276
C005849,,38934,31167,25276
C005850,,38934,31167,25276
C005852,,36216,28449,22558
C005853,,36216,28449,22558
C005855,,36216,28449,22558
C005856,,36216,28449,22558
C005858,,44370,36603,30712
C005859,,44370,36603,30712
