sku,22k,18k,14k,9k
GR00151,17054,12257,,
GR00152,17054,12257,,
GR00153,19467,13991,,
GR00154,19467,13991,,
GR00155,21214,15247,,
GR00156,21214,15247,,
GR00157,20715,14888,,
GR00158,20715,14888,,
GR00159,9359,6727,,
GR00160,9359,6727,,
GR00161,9151,6577,,
GR00162,9151,6577,,
GR00163,22462,16144,,
GR00164,22462,16144,,
GR00165,33484,24066,,
GR00166,33484,24066,,
GR00167,26621,19133,,
GR00168,26621,19133,,
GR00169,29533,21226,,
GR00170,29533,21226,,
GR00171,26205,18834,,
GR00172,26205,18834,,
GR00173,29741,21376,,
GR00174,29741,21376,,
GR00175,21838,15695,,
GR00176,21838,15695,,
GR00177,27869,20030,,
GR00178,27869,20030,,
GR00179,23501,16891,,
GR00180,23501,16891,,
GR00181,25997,18685,,
GR00182,25997,18685,,
GR00183,14350,10314,,
GR00184,14350,10314,,
GR00185,5199,3737,,
GR00186,5199,3737,,
GR00187,12895,9268,,
GR00188,12895,9268,,
GR00189,14558,10464,,
GR00190,14558,10464,,
GR00191,19134,13752,,
GR00192,19134,13752,,
GR00193,58234,41854,,
GR00194,58234,41854,,
GR00195,23294,16742,,
GR00196,23294,16742,,
GR00197,22046,15845,,
GR00198,22046,15845,,
GR00199,20382,14649,,
GR00200,20382,14649,,
GR00201,23294,16742,,
GR00202,23294,16742,,
GR00203,34732,24963,,
GR00204,34732,24963,,
GR00205,28285,20329,,
GR00206,28285,20329,,
GR00207,18926,13603,,
GR00208,18926,13603,,
GR00209,20174,14500,,
GR00210,20174,14500,,
GR00211,35148,25262,,
GR00212,35148,25262,,
GR00213,27453,19731,,
GR00214,27453,19731,,
GR00215,26205,18834,,
GR00216,26205,18834,,
GR00217,27869,20030,,
GR00218,27869,20030,,
GR00219,26954,19373,,
GR00220,26954,19373,,
GR00221,30323,21794,,
GR00222,30323,21794,,
GR00223,30365,21824,,
GR00224,30365,21824,,
GR00225,30781,22123,,
GR00226,30781,22123,,
GR00227,21297,15307,,
GR00228,21297,15307,,
GR00229,27453,19731,,
GR00230,27453,19731,,
GR00231,27869,20030,,
GR00232,27869,20030,,
GR00233,18718,13453,,
GR00234,18718,13453,,
GR00235,20798,14948,,
GR00236,20798,14948,,
GR00237,11231,8072,,
GR00238,11231,8072,,
GR00239,11231,8072,,
GR00240,11231,8072,,
GR00241,32445,23319,,
GR00242,32445,23319,,
GR00243,7570,5441,,
GR00244,7570,5441,,
GR00245,23086,16592,,
GR00246,23086,16592,,
GR00247,23294,16742,,
GR00248,23294,16742,,
GR00249,0,0,,
GR00250,0,0,,
GR00251,0,0,,
GR00252,0,0,,
GR00253,0,0,,
GR00254,0,0,,
GR00255,0,0,,
GR00256,0,0,,
GR00257,0,0,,
GR00258,0,0,,
GR00259,0,0,,
GR00260,0,0,,
GR00261,0,0,,
GR00262,0,0,,
GR00263,0,0,,
GR00264,0,0,,
GR00265,0,0,,
GR00266,0,0,,
GR00267,0,0,,
GR00268,0,0,,
GR00269,0,0,,
GR00270,0,0,,
GR00271,0,0,,
GR00272,0,0,,
GR00273,0,0,,
GR00274,0,0,,
GR00275,0,0,,
GR00276,0,0,,
GR00277,0,0,,
GR00278,0,0,,
GR00279,0,0,,
GR00280,0,0,,
GR00281,0,0,,
GR00282,0,0,,
GR00283,0,0,,
GR00284,0,0,,
GR00285,0,0,,
GR00286,0,0,,
GR00287,0,0,,
GR00288,0,0,,
GR00289,0,0,,
GR00290,0,0,,
GR00291,0,0,,
GR00292,0,0,,
GR00293,0,0,,
GR00294,0,0,,
GR00295,0,0,,
GR00296,0,0,,
GR00297,0,0,,
GR00298,0,0,,
GR00299,0,0,,
GR00300,0,0,,
GR00301,0,0,,
GR00302,0,0,,
GR00303,0,0,,
GR00304,0,0,,
GR00305,0,0,,
GR00306,0,0,,
GR00307,0,0,,
GR00308,0,0,,
GR00309,0,0,,
GR00310,0,0,,
GR00311,0,0,,
GR00312,0,0,,
GR00313,0,0,,
GR00314,0,0,,
GR00315,0,0,,
GR00316,0,0,,
GR00317,0,0,,
GR00318,0,0,,
GR00319,0,0,,
GR00320,0,0,,
GR00321,0,0,,
GR00322,0,0,,
GR00323,0,0,,
GR00324,0,0,,
GR00325,0,0,,
GR00326,0,0,,
GR00327,0,0,,
GR00328,0,0,,
GR00329,0,0,,
GR00330,0,0,,
GR00331,0,0,,
GR00332,0,0,,
GR00333,0,0,,
GR00334,0,0,,
GR00335,0,0,,
GR00336,0,0,,
GR00337,0,0,,
GR00338,0,0,,
GR00339,0,0,,
GR00340,0,0,,
GR00341,0,0,,
GR00342,0,0,,
GR00343,0,0,,
GR00344,0,0,,
GR00345,0,0,,
GR00346,0,0,,
GR00347,0,0,,
GR00348,0,0,,
GR00349,0,0,,
GR00350,0,0,,
GR00351,0,0,,
GR00352,0,0,,
GR00353,0,0,,
GR00354,0,0,,
GR00355,0,0,,
GR00356,0,0,,
GR00357,0,0,,
GR00358,0,0,,
GR00359,0,0,,
GR00360,0,0,,
GR00361,0,0,,
GR00362,0,0,,
GR00363,0,0,,
GR00364,0,0,,
GR00365,0,0,,
GR00366,0,0,,
GR00367,0,0,,
GR00368,0,0,,
GR00369,0,0,,
GR00370,0,0,,
GR00371,0,0,,
GR00372,0,0,,
GR00373,0,0,,
GR00374,0,0,,
GR00375,0,0,,
GR00376,0,0,,
GR00377,0,0,,
GR00378,0,0,,
GR00379,0,0,,
GR00380,0,0,,
GR00381,0,0,,
GR00382,0,0,,
GR00383,0,0,,
GR00384,0,0,,
GR00385,0,0,,
GR00386,0,0,,
GR00387,0,0,,
GR00388,0,0,,
GR00389,0,0,,
GR00390,0,0,,
GR00391,0,0,,
GR00392,0,0,,
GR00393,0,0,,
GR00394,0,0,,
GR00395,0,0,,
GR00396,0,0,,
GR00397,0,0,,
GR00398,0,0,,
GR00399,0,0,,
GR00400,0,0,,
GR00401,0,0,,
GR00402,0,0,,
GR00403,0,0,,
GR00404,0,0,,
GR00405,0,0,,
GR00406,0,0,,
GR00407,0,0,,
GR00408,0,0,,
GR00409,0,0,,
GR00410,0,0,,
GR00411,0,0,,
GR00412,0,0,,
GR00413,0,0,,
GR00414,0,0,,
GR00415,0,0,,
GR00416,0,0,,
GR00417,0,0,,
GR00418,0,0,,
GR00419,0,0,,
GR00420,0,0,,
GR00421,0,0,,
GR00422,0,0,,
GR00423,0,0,,
GR00424,0,0,,
GR00425,0,0,,
GR00426,0,0,,
GR00427,0,0,,
GR00428,0,0,,
GR00429,0,0,,
GR00430,0,0,,
GR00431,0,0,,
GR00432,0,0,,
GR00433,0,0,,
GR00434,0,0,,
GR00435,0,0,,
GR00436,0,0,,
GR00437,0,0,,
GR00438,0,0,,
GR00439,0,0,,
GR00440,0,0,,
GR00441,0,0,,
GR00442,0,0,,
GR00443,0,0,,
GR00444,0,0,,
GR00445,0,0,,
GR00446,0,0,,
GR00447,0,0,,
GR00448,0,0,,
GR00449,0,0,,
GR00450,0,0,,
GR00451,0,0,,
GR00452,0,0,,
GR00453,0,0,,
GR00454,0,0,,
GR00455,0,0,,
GR00456,0,0,,
GR00457,0,0,,
GR00458,0,0,,
GR00459,0,0,,
GR00460,0,0,,
GR00461,0,0,,
GR00462,0,0,,
GR00463,0,0,,
GR00464,0,0,,
GR00465,0,0,,
GR00466,0,0,,
GR00467,0,0,,
GR00468,0,0,,
GR00469,0,0,,
GR00470,0,0,,
GR00471,0,0,,
GR00472,0,0,,
GR00473,0,0,,
GR00474,0,0,,
GR00475,0,0,,
GR00476,0,0,,
GR00477,0,0,,
GR00478,0,0,,
GR00479,0,0,,
GR00480,0,0,,
GR00481,0,0,,
GR00482,0,0,,
GR00483,0,0,,
GR00484,0,0,,
GR00485,0,0,,
GR00486,0,0,,
GR00487,0,0,,
GR00488,0,0,,
GR00489,0,0,,
GR00490,0,0,,
GR00491,0,0,,
GR00492,0,0,,
GR00493,0,0,,
GR00494,0,0,,
GR00495,0,0,,
GR00496,0,0,,
GR00497,0,0,,
GR00498,0,0,,
GR00499,0,0,,
GR00500,0,0,,
GR00501,0,0,,
GR00502,0,0,,
GR00503,0,0,,
GR00504,0,0,,
GR00505,0,0,,
GR00506,0,0,,
GR00507,0,0,,
GR00508,0,0,,
GR00509,0,0,,
GR00510,0,0,,
GR00511,0,0,,
GR00512,0,0,,
GR00513,0,0,,
GR00514,0,0,,
GR00515,0,0,,
GR00516,0,0,,
GR00517,0,0,,
GR00518,0,0,,
GR00519,0,0,,
GR00520,0,0,,
GR00521,0,0,,
GR00522,0,0,,
GR00523,0,0,,
GR00524,0,0,,
GR00525,0,0,,
GR00526,0,0,,
GR00527,0,0,,
GR00528,0,0,,
GR00529,0,0,,
GR00530,0,0,,
GR00531,0,0,,
GR00532,0,0,,
GR00533,0,0,,
GR00534,0,0,,
GR00535,0,0,,
GR00536,0,0,,
GR00537,0,0,,
GR00538,0,0,,
GR00539,0,0,,
GR00540,0,0,,
GR00541,0,0,,
GR00542,0,0,,
GR00543,0,0,,
GR00544,0,0,,
GR00545,0,0,,
GR00546,0,0,,
GR00547,0,0,,
GR00548,0,0,,
GR00549,0,0,,
GR00550,0,0,,
GR00551,0,0,,
GR00552,0,0,,
GR00553,0,0,,
GR00554,0,0,,
GR00555,0,0,,
GR00556,0,0,,
GR00557,0,0,,
GR00558,0,0,,
GR00559,0,0,,
GR00560,0,0,,
GR00561,0,0,,
GR00562,0,0,,
GR00563,0,0,,
GR00564,0,0,,
GR00565,0,0,,
GR00566,0,0,,
GR00567,0,0,,
GR00568,0,0,,
GR00569,0,0,,
GR00570,0,0,,
GR00571,0,0,,
GR00572,0,0,,
GR00573,0,0,,
GR00574,0,0,,
GR00575,0,0,,
GR00576,0,0,,
GR00577,0,0,,
GR00578,0,0,,
GR00579,0,0,,
GR00580,0,0,,
GR00581,0,0,,
GR00582,0,0,,
GR00583,0,0,,
GR00584,0,0,,
GR00585,0,0,,
GR00586,0,0,,
GR00587,0,0,,
GR00588,0,0,,
GR00589,0,0,,
GR00590,0,0,,
GR00591,0,0,,
GR00592,0,0,,
GR00593,0,0,,
GR00594,0,0,,
GR00595,0,0,,
GR00596,0,0,,
GR00597,0,0,,
GR00598,0,0,,
GR00599,0,0,,
GR00600,0,0,,
GR00601,0,0,,
GR00602,0,0,,
GR00603,0,0,,
GR00604,0,0,,
GR00605,0,0,,
GR00606,0,0,,
GR00607,0,0,,
GR00608,0,0,,
GR00609,0,0,,
GR00610,0,0,,
GR00611,0,0,,
GR00612,0,0,,
GR00613,0,0,,
GR00614,0,0,,
GR00615,0,0,,
GR00616,0,0,,
GR00617,0,0,,
GR00618,0,0,,
GR00619,0,0,,
GR00620,0,0,,
GR00621,0,0,,
GR00622,0,0,,
GR00623,0,0,,
GR00624,0,0,,
GR00625,0,0,,
GR00626,0,0,,
GR00627,0,0,,
GR00628,0,0,,
GR00629,0,0,,
GR00630,0,0,,
GR00631,0,0,,
GR00632,0,0,,
GR00633,0,0,,
GR00634,0,0,,
GR00635,0,0,,
GR00636,0,0,,
GR00637,0,0,,
GR00638,0,0,,
GR00639,0,0,,
GR00640,0,0,,
GR00641,0,0,,
GR00642,0,0,,
GR00643,0,0,,
GR00644,0,0,,
GR00645,0,0,,
GR00646,0,0,,
GR00647,0,0,,
GR00648,0,0,,
GR00649,0,0,,
GR00650,0,0,,
GR00651,0,0,,
GR00652,0,0,,
GR00653,0,0,,
GR00654,0,0,,
GR00655,0,0,,
GR00656,0,0,,
GR00657,0,0,,
GR00658,0,0,,
GR00659,0,0,,
GR00660,0,0,,
GR00661,0,0,,
GR00662,0,0,,
GR00663,0,0,,
GR00664,0,0,,
GR00665,0,0,,
GR00666,0,0,,
GR00667,0,0,,
GR00668,0,0,,
GR00669,0,0,,
GR00670,0,0,,
GR00671,0,0,,
GR00672,0,0,,
GR00673,0,0,,
GR00674,0,0,,
GR00675,0,0,,
GR00676,0,0,,
GR00677,0,0,,
GR00678,0,0,,
GR00679,0,0,,
GR00680,0,0,,
GR00681,0,0,,
GR00682,0,0,,
GR00683,0,0,,
GR00684,0,0,,
GR00685,0,0,,
GR00686,0,0,,
GR00687,0,0,,
GR00688,0,0,,
GR00689,0,0,,
GR00690,0,0,,
GR00691,0,0,,
GR00692,0,0,,
GR00693,0,0,,
GR00694,0,0,,
GR00695,0,0,,
GR00696,0,0,,
GR00697,0,0,,
GR00698,0,0,,
GR00699,0,0,,
GR00700,0,0,,
GR00701,0,0,,
GR00702,0,0,,
GR00703,0,0,,
GR00704,0,0,,
GR00705,0,0,,
GR00706,0,0,,
GR00707,0,0,,
GR00708,0,0,,
GR00709,0,0,,
GR00710,0,0,,
GR00711,0,0,,
GR00712,0,0,,
GR00713,0,0,,
GR00714,0,0,,
GR00715,0,0,,
GR00716,0,0,,
GR00717,0,0,,
GR00718,0,0,,
GR00719,0,0,,
GR00720,0,0,,
GR00721,0,0,,
GR00722,0,0,,
GR00723,0,0,,
GR00724,0,0,,
GR00725,0,0,,
GR00726,0,0,,
GR00727,0,0,,
GR00728,0,0,,
GR00729,0,0,,
GR00730,0,0,,
GR00731,0,0,,
GR00732,0,0,,
GR00733,0,0,,
GR00734,0,0,,
GR00735,0,0,,
GR00736,0,0,,
GR00737,0,0,,
GR00738,0,0,,
GR00739,0,0,,
GR00740,0,0,,
GR00741,0,0,,
GR00742,0,0,,
GR00743,0,0,,
GR00744,0,0,,
GR00745,0,0,,
GR00746,0,0,,
GR00747,0,0,,
GR00748,0,0,,
GR00749,0,0,,
GR00750,0,0,,
GR00751,0,0,,
GR00752,0,0,,
GR00753,0,0,,
GR00754,0,0,,
GR00755,0,0,,
GR00756,0,0,,
GR00757,0,0,,
GR00758,0,0,,
GR00759,0,0,,
GR00760,0,0,,
GR00761,0,0,,
GR00762,0,0,,
GR00763,0,0,,
GR00764,0,0,,
GR00765,0,0,,
GR00766,0,0,,
GR00767,0,0,,
GR00768,0,0,,
GR00769,0,0,,
GR00770,0,0,,
GR00771,0,0,,
GR00772,0,0,,
GR00773,0,0,,
GR00774,0,0,,
GR00775,0,0,,
GR00776,0,0,,
GR00777,0,0,,
GR00778,0,0,,
GR00779,0,0,,
GR00780,0,0,,
GR00781,0,0,,
GR00782,0,0,,
GR00783,0,0,,
GR00784,0,0,,
GR00785,0,0,,
GR00786,0,0,,
GR00787,0,0,,
GR00788,0,0,,
GR00789,0,0,,
GR00790,0,0,,
GR00791,0,0,,
GR00792,0,0,,
GR00793,0,0,,
GR00794,0,0,,
GR00795,0,0,,
GR00796,0,0,,
GR00797,0,0,,
GR00798,0,0,,
GR00799,0,0,,
GR00800,0,0,,
GR00801,0,0,,
GR00802,0,0,,
GR00803,0,0,,
GR00804,0,0,,
GR00805,0,0,,
GR00806,0,0,,
GR00807,0,0,,
GR00808,0,0,,
GR00809,0,0,,
GR00810,0,0,,
GR00811,0,0,,
GR00812,0,0,,
GR00813,0,0,,
GR00814,0,0,,
GR00815,0,0,,
GR00816,0,0,,
GR00817,0,0,,
GR00818,0,0,,
GR00819,0,0,,
GR00820,0,0,,
GR00821,0,0,,
GR00822,0,0,,
GR00823,0,0,,
GR00824,0,0,,
GR00825,0,0,,
GR00826,0,0,,
GR00827,0,0,,
GR00828,0,0,,
GR00829,0,0,,
GR00830,0,0,,
GR00831,0,0,,
GR00832,0,0,,
GR00833,0,0,,
GR00834,0,0,,
GR00835,0,0,,
GR00836,0,0,,
GR00837,0,0,,
GR00838,0,0,,
GR00839,0,0,,
GR00840,0,0,,
GR00841,0,0,,
GR00842,0,0,,
GR00843,0,0,,
GR00844,0,0,,
GR00845,0,0,,
GR00846,0,0,,
GR00847,0,0,,
GR00848,0,0,,
GR00849,0,0,,
GR00850,0,0,,
GR00851,0,0,,
GR00852,0,0,,
GR00853,0,0,,
GR00854,0,0,,
GR00855,0,0,,
GR00856,0,0,,
GR00857,0,0,,
GR00858,0,0,,
GR00859,0,0,,
GR00860,0,0,,
GR00861,0,0,,
GR00862,0,0,,
GR00863,0,0,,
GR00864,0,0,,
GR00865,0,0,,
GR00866,0,0,,
GR00867,0,0,,
GR00868,0,0,,
GR00869,0,0,,
GR00870,0,0,,
GR00871,0,0,,
GR00872,0,0,,
GR00873,0,0,,
GR00874,0,0,,
GR00875,0,0,,
GR00876,0,0,,
GR00877,0,0,,
GR00878,0,0,,
GR00879,0,0,,
GR00880,0,0,,
GR00881,0,0,,
GR00882,0,0,,
GR00883,0,0,,
GR00884,0,0,,
GR00885,0,0,,
GR00886,0,0,,
GR00887,0,0,,
GR00888,0,0,,
GR00889,0,0,,
GR00890,0,0,,
GR00891,0,0,,
GR00892,0,0,,
GR00893,0,0,,
GR00894,0,0,,
GR00895,0,0,,
GR00896,0,0,,
GR00897,0,0,,
GR00898,0,0,,
GR00899,0,0,,
GR00900,0,0,,
GR00901,0,0,,
GR00902,0,0,,
GR00903,0,0,,
GR00904,0,0,,
GR00905,0,0,,
GR00906,0,0,,
GR00907,0,0,,
GR00908,0,0,,
GR00909,0,0,,
GR00910,0,0,,
GR00911,0,0,,
GR00912,0,0,,
GR00913,0,0,,
GR00914,0,0,,
GR00915,0,0,,
GR00916,0,0,,
GR00917,0,0,,
GR00918,0,0,,
GR00919,0,0,,
GR00920,0,0,,
GR00921,0,0,,
GR00922,0,0,,
GR00923,0,0,,
GR00924,0,0,,
GR00925,0,0,,
GR00926,0,0,,
GR00927,0,0,,
GR00928,0,0,,
GR00929,0,0,,
GR00930,0,0,,
GR00931,0,0,,
GR00932,0,0,,
GR00933,0,0,,
GR00934,0,0,,
GR00935,0,0,,
GR00936,0,0,,
GR00937,0,0,,
GR00938,0,0,,
GR00939,0,0,,
GR00940,0,0,,
GR00941,0,0,,
GR00942,0,0,,
GR00943,0,0,,
GR00944,0,0,,
GR00945,0,0,,
GR00946,0,0,,
GR00947,0,0,,
GR00948,0,0,,
GR00949,0,0,,
GR00950,0,0,,
GR00951,0,0,,
GR00952,0,0,,
GR00953,0,0,,
GR00954,0,0,,
GR00955,0,0,,
GR00956,0,0,,
GR00957,0,0,,
GR00958,0,0,,
GR00959,0,0,,
GR00960,0,0,,
NK00001,55738,40061,,
NK00002,66137,47535,,
NK00003,57610,41406,,
NK00004,81527,58596,,
NK00005,93590,67266,,
NK00006,57402,41256,,
NK00007,67801,48730,,
NK00008,76536,55009,,
NK00009,126243,90734,,
NK00010,52826,37968,,
NK00011,82983,59643,,
NK00012,70504,50674,,
NK00013,75496,54261,,
NK00014,68633,49328,,
NK00015,95670,68761,,
NK00016,73707,52976,,
NK00017,64681,46488,,
NK00018,87975,63230,,
NK00019,101909,73245,,
NK00020,97750,70256,,
NK00021,51163,36772,,
NK00022,34940,25113,,
NK00023,73416,52766,,
NK00024,51163,36772,,
NK00025,57194,41107,,
NK00026,98581,70854,,
NK00027,143921,103440,,
NK00028,76328,54859,,
NK00029,72792,52318,,
NK00030,60314,43349,,
NK00031,0,0,,
NK00032,0,0,,
NK00033,0,0,,
NK00034,0,0,,
NK00035,0,0,,
NK00036,0,0,,
NK00037,0,0,,
NK00038,0,0,,
NK00039,0,0,,
NK00040,0,0,,
NK00041,0,0,,
NK00042,0,0,,
NK00043,0,0,,
NK00044,0,0,,
NK00045,0,0,,
NK00046,0,0,,
NK00047,0,0,,
NK00048,0,0,,
NK00049,0,0,,
NK00050,0,0,,
NK00051,0,0,,
NK00052,0,0,,
NK00053,0,0,,
NK00054,0,0,,
NK00055,0,0,,
NK00056,0,0,,
NK00057,0,0,,
NK00058,0,0,,
NK00059,0,0,,
NK00060,0,0,,
KD00001,103130,0,,
KD00002,96254,0,,
KD00003,103130,0,,
KD00004,103130,0,,
KD00005,137506,0,,
KD00006,120318,0,,
KD00007,103130,0,,
KD00008,120318,0,,
KD00009,134068,0,,
KD00010,0,0,,
KD00011,120318,0,,
KD00012,120318,0,,
KD00013,120318,0,,
KD00014,120318,0,,
KD00015,130631,0,,
KD00016,75628,0,,
KD00017,55002,0,,
KD00018,0,0,,
KD00019,0,0,,
KD00020,0,0,,
KD00021,0,0,,
KD00022,0,0,,
KD00023,0,0,,
KD00024,0,0,,
KD00025,0,0,,
KD00026,0,0,,
KD00027,0,0,,
KD00028,110020,0,,
KD00029,110020,0,,
KD00030,0,0,,
KD00031,0,0,,
KD00032,0,0,,
GE00001,30157,21675,,
GE00002,0,0,,
GE00003,24125,17340,,
GE00004,0,0,,
GE00005,24541,17639,,
GE00006,0,0,,
GE00007,12895,9268,,
GE00008,0,0,,
GE00009,30157,21675,,
GE00010,0,0,,
GE00011,12063,8670,,
GE00012,0,0,,
GE00013,20798,14948,,
GE00014,0,0,,
GE00015,11647,8371,,
GE00016,0,0,,
GE00017,28701,20628,,
GE00018,0,0,,
GE00019,15806,11360,,
GE00020,0,0,,
GE00021,22046,15845,,
GE00022,0,0,,
GE00023,45048,32377,,
GE00024,45048,32377,,
GE00025,15390,11062,,
GE00026,15390,11062,,
GE00027,18926,13603,,
GE00028,18926,13603,,
GE00029,12063,8670,,
GE00030,12063,8670,,
GE00031,13727,9866,,
GE00032,13727,9866,,
GE00033,13727,9866,,
GE00034,13727,9866,,
GE00035,15390,11062,,
GE00036,15390,11062,,
GE00037,18926,13603,,
GE00038,18926,13603,,
GE00039,17262,12407,,
GE00040,17262,12407,,
GE00041,27453,19731,,
GE00042,27453,19731,,
GE00043,12895,9268,,
GE00044,12895,9268,,
GE00045,22462,16144,,
GE00046,22462,16144,,
GE00047,33276,23917,,
GE00048,33276,23917,,
GE00049,20590,14799,,
GE00050,20590,14799,,
GE00051,19550,14051,,
GE00052,19550,14051,,
GE00053,17262,12407,,
GE00054,17262,12407,,
GE00055,11023,7922,,
GE00056,11023,7922,,
GE00057,9983,7175,,
GE00058,9983,7175,,
GE00059,8735,6278,,
GE00060,8735,6278,,
GE00061,14142,10165,,
GE00062,14142,10165,,
GE00063,26829,19283,,
GE00064,26829,19283,,
GE00065,30157,21675,,
GE00066,30157,21675,,
GE00067,33692,24216,,
GE00068,33692,24216,,
GE00069,52618,37818,,
GE00070,52618,37818,,
GE00071,25789,18536,,
GE00072,25789,18536,,
GE00073,15390,11062,,
GE00074,15390,11062,,
GE00075,32237,23169,,
GE00076,32237,23169,,
GE00077,27453,19731,,
GE00078,27453,19731,,
GE00079,13519,9716,,
GE00080,13519,9716,,
GE00081,18302,13154,,
GE00082,18302,13154,,
GE00083,20174,14500,,
GE00084,20174,14500,,
GE00085,24749,17788,,
GE00086,24749,17788,,
GE00087,8527,6129,,
GE00088,8527,6129,,
GE00089,7903,5680,,
GE00090,7903,5680,,
GE00091,15848,11390,,
GE00092,15848,11390,,
GE00093,6863,4933,,
GE00094,6863,4933,,
GE00095,16014,11510,,
GE00096,16014,11510,,
GE00097,18926,13603,,
GE00098,18926,13603,,
GE00099,18385,13214,,
GE00100,18385,13214,,
GE00101,25789,18536,,
GE00102,25789,18536,,
GE00103,14974,10763,,
GE00104,14974,10763,,
GE00105,25165,18087,,
GE00106,25165,18087,,
GE00107,0,0,,
GE00108,0,0,,
GE00109,0,0,,
GE00110,0,0,,
GE00111,0,0,,
GE00112,0,0,,
GE00113,0,0,,
GE00114,0,0,,
GE00115,0,0,,
GE00116,0,0,,
GE00117,0,0,,
GE00118,0,0,,
GE00119,0,0,,
GE00120,0,0,,
GE00121,0,0,,
GE00122,0,0,,
GE00123,0,0,,
GE00124,0,0,,
GE00125,0,0,,
GE00126,0,0,,
GE00127,0,0,,
GE00128,0,0,,
